t,x1(t),x2(t),v1(t),v2(t),p1(t),p2(t),pg(t),F1(t),F2(t)
6.699995,4.534733,-4,-2.074897,0,-4.149795,0,-4.149795,-0.6193728,0
6.719995,4.493235,-4,-2.074897,0,-4.149795,0,-4.149795,-0.6175295,0
6.739995,4.451736,-4,-2.074897,0,-4.149795,0,-4.149795,-0.615697,0
6.759995,4.410238,-4,-2.074897,0,-4.149795,0,-4.149795,-0.6138754,0
6.779994,4.36874,-4,-2.074897,0,-4.149795,0,-4.149795,-0.6120646,0
6.799994,4.327242,-4,-2.074897,0,-4.149795,0,-4.149795,-0.6102644,0
6.819994,4.285744,-4,-2.074897,0,-4.149795,0,-4.149795,-0.6084748,0
6.839994,4.244246,-4,-2.074897,0,-4.149795,0,-4.149795,-0.6066956,0
6.859994,4.202747,-4,-2.074897,0,-4.149795,0,-4.149795,-0.6049268,0
6.879994,4.161249,-4,-2.074897,0,-4.149795,0,-4.149795,-0.6031683,0
6.899994,4.119751,-4,-2.074897,0,-4.149795,0,-4.149795,-0.60142,0
6.919994,4.078253,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5996818,0
6.939994,4.036755,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5979536,0
6.959994,3.995257,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5962353,0
6.979994,3.953759,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5945269,0
6.999994,3.912261,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5928283,0
7.019994,3.870763,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5911393,0
7.039994,3.829265,-4,-2.074897,0,-4.149795,0,-4.149795,-0.58946,0
7.059994,3.787767,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5877901,0
7.079994,3.746269,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5861297,0
7.099994,3.704771,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5844786,0
7.119994,3.663273,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5828368,0
7.139994,3.621775,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5812042,0
7.159994,3.580277,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5795807,0
7.179994,3.538779,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5779663,0
7.199994,3.497281,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5763608,0
7.219994,3.455783,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5747643,0
7.239994,3.414285,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5731765,0
7.259994,3.372787,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5715975,0
7.279994,3.33129,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5700272,0
7.299994,3.289792,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5684655,0
7.319994,3.248294,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5669123,0
7.339994,3.206796,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5653676,0
7.359994,3.165298,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5638313,0
7.379994,3.1238,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5623032,0
7.399994,3.082302,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5607835,0
7.419994,3.040804,-4,-2.074897,0,-4.149795,0,-4.149795,-0.559272,0
7.439994,2.999306,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5577685,0
7.459994,2.957808,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5562732,0
7.479994,2.91631,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5547858,0
7.499994,2.874812,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5533064,0
7.519994,2.833314,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5518348,0
7.539994,2.791816,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5503711,0
7.559994,2.750318,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5489151,0
7.579994,2.70882,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5474668,0
7.599994,2.667322,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5460261,0
7.619994,2.625824,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5445929,0
7.639994,2.584327,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5431673,0
7.659994,2.542829,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5417491,0
7.679994,2.501331,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5403383,0
7.699994,2.459833,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5389348,0
7.719994,2.418335,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5375386,0
7.739994,2.376837,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5361496,0
7.759994,2.335339,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5347678,0
7.779994,2.293841,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5333931,0
7.799994,2.252343,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5320254,0
7.819993,2.210845,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5306647,0
7.839993,2.169347,-4,-2.074897,0,-4.149795,0,-4.149795,-0.529311,0
7.859993,2.127849,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5279641,0
7.879993,2.086351,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5266241,0
7.899993,2.044853,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5252909,0
7.919993,2.003355,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5239644,0
7.939993,1.961857,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5226446,0
7.959993,1.920359,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5213314,0
7.979993,1.878861,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5200248,0
7.999993,1.837363,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5187247,0
8.019994,1.795866,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5174311,0
8.039994,1.754368,-4,-2.074897,0,-4.149795,0,-4.149795,-0.516144,0
8.059995,1.71287,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5148632,0
8.079995,1.671372,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5135887,0
8.099996,1.629874,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5123206,0
8.119996,1.588376,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5110587,0
8.139997,1.546878,-4,-2.074897,0,-4.149795,0,-4.149795,-0.509803,0
8.159997,1.50538,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5085534,0
8.179997,1.463882,-4,-2.074897,0,-4.149795,0,-4.149795,-0.50731,0
8.199998,1.422384,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5060726,0
8.219998,1.380886,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5048413,0
8.239999,1.339388,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5036159,0
8.259999,1.29789,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5023965,0
8.28,1.256392,-4,-2.074897,0,-4.149795,0,-4.149795,-0.5011829,0
8.3,1.214894,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4999752,0
8.320001,1.173396,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4987733,0
8.340001,1.131898,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4975772,0
8.360002,1.0904,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4963868,0
8.380002,1.048903,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4952021,0
8.400002,1.007405,-4,-2.074897,0,-4.149795,0,-4.149795,-0.494023,0
8.420003,0.9659066,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4928495,0
8.440003,0.9244087,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4916816,0
8.460004,0.8829107,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4905192,0
8.480004,0.8414128,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4893623,0
8.500005,0.7999148,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4882109,0
8.520005,0.7584169,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4870648,0
8.540006,0.7169189,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4859241,0
8.560006,0.675421,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4847887,0
8.580007,0.6339231,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4836587,0
8.600007,0.5924251,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4825339,0
8.620008,0.5509272,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4814143,0
8.640008,0.5094292,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4802999,0
8.660008,0.4679313,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4791906,0
8.680009,0.4264333,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4780864,0
8.700009,0.3849354,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4769874,0
8.72001,0.3434374,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4758933,0
8.74001,0.3019395,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4748043,0
8.760011,0.2604415,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4737203,0
8.780011,0.2189436,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4726411,0
8.800012,0.1774457,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4715669,0
8.820012,0.1359477,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4704976,0
8.840013,0.09444976,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4694331,0
8.860013,0.05295181,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4683734,0
8.880013,0.01145387,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4673185,0
8.900014,-0.03004408,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4662683,0
8.920014,-0.07154202,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4652229,0
8.940015,-0.11304,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4641821,0
8.960015,-0.1545379,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4631459,0
8.980016,-0.1960359,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4621144,0
9.000016,-0.2375338,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4610875,0
9.020017,-0.2790318,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4600651,0
9.040017,-0.3205297,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4590472,0
9.060018,-0.3620276,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4580338,0
9.080018,-0.4035256,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4570249,0
9.100019,-0.4450235,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4560204,0
9.120019,-0.4865215,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4550204,0
9.140019,-0.5280194,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4540247,0
9.16002,-0.5695174,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4530334,0
9.18002,-0.6110153,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4520463,0
9.200021,-0.6525133,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4510636,0
9.220021,-0.6940112,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4500851,0
9.240022,-0.7355092,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4491109,0
9.260022,-0.7770071,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4481409,0
9.280023,-0.818505,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4471751,0
9.300023,-0.860003,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4462134,0
9.320024,-0.9015009,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4452558,0
9.340024,-0.9429989,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4443024,0
9.360024,-0.9844968,-4,-2.074897,0,-4.149795,0,-4.149795,-0.443353,0
9.380025,-1.025995,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4424076,0
9.400025,-1.067493,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4414663,0
9.420026,-1.108991,-4,-2.074897,0,-4.149795,0,-4.149795,-0.440529,0
9.440026,-1.150489,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4395957,0
9.460027,-1.191987,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4386663,0
9.480027,-1.233485,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4377408,0
9.500028,-1.274982,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4368192,0
9.520028,-1.31648,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4359015,0
9.540029,-1.357978,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4349876,0
9.560029,-1.399476,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4340776,0
9.580029,-1.440974,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4331714,0
9.60003,-1.482472,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4322689,0
9.62003,-1.52397,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4313702,0
9.640031,-1.565468,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4304752,0
9.660031,-1.606966,-4,-2.074897,0,-4.149795,0,-4.149795,-0.429584,0
9.680032,-1.648464,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4286964,0
9.700032,-1.689962,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4278125,0
9.720033,-1.73146,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4269322,0
9.740033,-1.772958,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4260555,0
9.760034,-1.814456,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4251824,0
9.780034,-1.855954,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4243129,0
9.800035,-1.897452,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4234469,0
9.820035,-1.93895,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4225845,0
9.840035,-1.980448,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4217256,0
9.860036,-2.021945,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4208701,0
9.880036,-2.063443,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4200181,0
9.900037,-2.104941,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4191696,0
9.920037,-2.146439,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4183245,0
9.940038,-2.187937,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4174828,0
9.960038,-2.229435,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4166445,0
9.980039,-2.270933,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4158095,0
10.00004,-2.312431,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4149778,0
10.02004,-2.353929,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4141495,0
10.04004,-2.395427,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4133245,0
10.06004,-2.436925,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4125028,0
10.08004,-2.478423,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4116843,0
10.10004,-2.519921,-4,-2.074897,0,-4.149795,0,-4.149795,-0.4108691,0
10.12004,-2.532701,-4.028718,-1.027887,-1.047011,-2.055773,-2.094021,-4.149795,-0.2031388,-0.2069182
10.14004,-2.551895,-4.051022,-1.037449,-1.037449,-2.074897,-2.074897,-4.149795,-0.2046241,-0.2046241
10.16004,-2.572304,-4.072111,-1.037449,-1.037449,-2.074897,-2.074897,-4.149795,-0.2042213,-0.2042213
10.18004,-2.592985,-4.092928,-1.037449,-1.037449,-2.074897,-2.074897,-4.149795,-0.2038201,-0.2038201
10.20004,-2.613721,-4.11369,-1.037449,-1.037449,-2.074897,-2.074897,-4.149795,-0.2034204,-0.2034204
10.22004,-2.634467,-4.134442,-1.037449,-1.037449,-2.074897,-2.074897,-4.149795,-0.2030223,-0.2030223
10.24004,-2.655216,-4.155191,-1.037449,-1.037449,-2.074897,-2.074897,-4.149795,-0.2026258,-0.2026258
10.26005,-2.675964,-4.175941,-1.037449,-1.037449,-2.074897,-2.074897,-4.149795,-0.2022308,-0.2022308
10.28005,-2.696713,-4.19669,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.2018375,-0.2018373
10.30005,-2.717463,-4.217439,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.2014455,-0.2014453
10.32005,-2.738212,-4.238188,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.2010551,-0.2010549
10.34005,-2.758961,-4.258937,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.2006662,-0.200666
10.36005,-2.77971,-4.279686,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.2002788,-0.2002787
10.38005,-2.800459,-4.300435,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1998929,-0.1998928
10.40005,-2.821208,-4.321184,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1995085,-0.1995083
10.42005,-2.841957,-4.341933,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1991256,-0.1991254
10.44005,-2.862706,-4.362682,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1987441,-0.1987439
10.46005,-2.883455,-4.383431,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1983641,-0.1983639
10.48005,-2.904204,-4.404181,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1979855,-0.1979854
10.50005,-2.924953,-4.42493,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1976084,-0.1976082
10.52005,-2.945703,-4.445679,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1972327,-0.1972325
10.54005,-2.966452,-4.466428,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1968585,-0.1968583
10.56005,-2.987201,-4.487177,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1964856,-0.1964854
10.58005,-3.00795,-4.507926,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1961142,-0.196114
10.60005,-3.028699,-4.528675,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1957441,-0.195744
10.62005,-3.049448,-4.549424,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1953755,-0.1953753
10.64005,-3.070197,-4.570173,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1950082,-0.1950081
10.66005,-3.090946,-4.590922,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1946424,-0.1946422
10.68005,-3.111695,-4.611671,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1942779,-0.1942777
10.70006,-3.132444,-4.632421,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1939147,-0.1939145
10.72006,-3.153193,-4.65317,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1935529,-0.1935528
10.74006,-3.173943,-4.673919,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1931925,-0.1931923
10.76006,-3.194692,-4.694668,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1928334,-0.1928332
10.78006,-3.215441,-4.715417,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1924756,-0.1924755
10.80006,-3.23619,-4.736166,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1921192,-0.192119
10.82006,-3.256939,-4.756915,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1917641,-0.1917639
10.84006,-3.277688,-4.777664,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1914102,-0.1914101
10.86006,-3.298437,-4.798413,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1910577,-0.1910576
10.88006,-3.319186,-4.819162,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1907065,-0.1907063
10.90006,-3.339935,-4.839911,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1903566,-0.1903564
10.92006,-3.360684,-4.860661,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.190008,-0.1900078
10.94006,-3.381433,-4.88141,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1896606,-0.1896604
10.96006,-3.402183,-4.902159,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1893145,-0.1893143
10.98006,-3.422932,-4.922908,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1889696,-0.1889695
11.00006,-3.443681,-4.943657,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1886261,-0.1886259
11.02006,-3.46443,-4.964406,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1882837,-0.1882835
11.04006,-3.485179,-4.985155,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1879426,-0.1879424
11.06006,-3.505928,-5.005904,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1876027,-0.1876026
11.08006,-3.526677,-5.026653,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1872641,-0.1872639
11.10006,-3.547426,-5.047402,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1869267,-0.1869265
11.12006,-3.568175,-5.068151,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1865905,-0.1865903
11.14007,-3.588924,-5.088901,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1862555,-0.1862553
11.16007,-3.609674,-5.10965,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1859217,-0.1859215
11.18007,-3.630423,-5.130399,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1855891,-0.1855889
11.20007,-3.651172,-5.151148,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1852577,-0.1852575
11.22007,-3.671921,-5.171897,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1849274,-0.1849273
11.24007,-3.69267,-5.192646,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1845984,-0.1845982
11.26007,-3.713419,-5.213395,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1842705,-0.1842703
11.28007,-3.734168,-5.234144,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1839438,-0.1839436
11.30007,-3.754917,-5.254893,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1836182,-0.183618
11.32007,-3.775666,-5.275642,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1832938,-0.1832936
11.34007,-3.796415,-5.296391,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1829705,-0.1829703
11.36007,-3.817164,-5.317141,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1826484,-0.1826482
11.38007,-3.837914,-5.33789,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1823274,-0.1823272
11.40007,-3.858663,-5.358639,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1820075,-0.1820073
11.42007,-3.879412,-5.379388,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1816887,-0.1816886
11.44007,-3.900161,-5.400137,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1813711,-0.1813709
11.46007,-3.92091,-5.420886,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1810545,-0.1810544
11.48007,-3.941659,-5.441635,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1807391,-0.180739
11.50007,-3.962408,-5.462384,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1804248,-0.1804246
11.52007,-3.983157,-5.483133,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1801115,-0.1801114
11.54007,-4.003906,-5.503882,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1797994,-0.1797992
11.56007,-4.024655,-5.524632,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1794883,-0.1794881
11.58008,-4.045404,-5.545381,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1791783,-0.1791781
11.60008,-4.066154,-5.56613,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1788694,-0.1788692
11.62008,-4.086903,-5.586879,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1785615,-0.1785613
11.64008,-4.107652,-5.607628,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1782547,-0.1782545
11.66008,-4.128401,-5.628377,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1779489,-0.1779488
11.68008,-4.14915,-5.649126,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1776442,-0.1776441
11.70008,-4.169899,-5.669875,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1773406,-0.1773404
11.72008,-4.190648,-5.690624,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1770379,-0.1770377
11.74008,-4.211397,-5.711373,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1767363,-0.1767361
11.76008,-4.232146,-5.732122,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1764357,-0.1764356
11.78008,-4.252895,-5.752872,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1761362,-0.176136
11.80008,-4.273644,-5.773621,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1758376,-0.1758375
11.82008,-4.294394,-5.79437,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1755401,-0.1755399
11.84008,-4.315143,-5.815119,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1752436,-0.1752434
11.86008,-4.335892,-5.835868,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1749481,-0.1749479
11.88008,-4.356641,-5.856617,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1746535,-0.1746534
11.90008,-4.37739,-5.877366,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.17436,-0.1743598
11.92008,-4.398139,-5.898115,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1740674,-0.1740673
11.94008,-4.418888,-5.918864,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1737759,-0.1737757
11.96008,-4.439637,-5.939613,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1734853,-0.1734851
11.98008,-4.460386,-5.960362,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1731956,-0.1731955
12.00008,-4.481135,-5.981112,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.172907,-0.1729068
12.02009,-4.501884,-6.001861,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1726193,-0.1726191
12.04009,-4.522634,-6.02261,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1723325,-0.1723324
12.06009,-4.543383,-6.043359,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1720467,-0.1720466
12.08009,-4.564132,-6.064108,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1717619,-0.1717617
12.10009,-4.584881,-6.084857,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.171478,-0.1714778
12.12009,-4.60563,-6.105606,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.171195,-0.1711948
12.14009,-4.626379,-6.126355,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.170913,-0.1709128
12.16009,-4.647128,-6.147104,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1706318,-0.1706317
12.18009,-4.667877,-6.167853,-1.037449,-1.037448,-2.074898,-2.074896,-4.149795,-0.1703517,-0.1703515
