t,x1(t),x2(t),v1(t),v2(t),p1(t),p2(t),F1(t),F2(t)
8.019994,14.13994,-10,2.019999,0,4.039998,0,0.5037407,0
8.039994,14.18034,-10,2.019999,0,4.039998,0,0.5024876,0
8.059995,14.22073,-10,2.019999,0,4.039998,0,0.5012407,0
8.079995,14.26113,-10,2.019999,0,4.039998,0,0.5,0
8.099996,14.30153,-10,2.019999,0,4.039998,0,0.4987654,0
8.119996,14.34193,-10,2.019999,0,4.039998,0,0.4975369,0
8.139997,14.38233,-10,2.019999,0,4.039998,0,0.4963144,0
8.159997,14.42273,-10,2.019999,0,4.039998,0,0.4950979,0
8.179997,14.46313,-10,2.019999,0,4.039998,0,0.4938874,0
8.199998,14.50353,-10,2.019999,0,4.039998,0,0.4926828,0
8.219998,14.54393,-10,2.019999,0,4.039998,0,0.491484,0
8.239999,14.58433,-10,2.019999,0,4.039998,0,0.490291,0
8.259999,14.62473,-10,2.019999,0,4.039998,0,0.4891039,0
8.28,14.66513,-10,2.019999,0,4.039998,0,0.4879224,0
8.3,14.70553,-10,2.019999,0,4.039998,0,0.4867467,0
8.320001,14.74593,-10,2.019999,0,4.039998,0,0.4855766,0
8.340001,14.78633,-10,2.019999,0,4.039998,0,0.4844121,0
8.360002,14.82673,-10,2.019999,0,4.039998,0,0.4832532,0
8.380002,14.86713,-10,2.019999,0,4.039998,0,0.4820998,0
8.400002,14.90753,-10,2.019999,0,4.039998,0,0.480952,0
8.420003,14.94793,-10,2.019999,0,4.039998,0,0.4798095,0
8.440003,14.98833,-10,2.019999,0,4.039998,0,0.4786725,0
8.460004,15.02873,-10,2.019999,0,4.039998,0,0.4775409,0
8.480004,15.06913,-10,2.019999,0,4.039998,0,0.4764146,0
8.500005,15.10952,-10,2.019999,0,4.039998,0,0.4752936,0
8.520005,15.14992,-10,2.019999,0,4.039998,0,0.4741778,0
8.540006,15.19032,-10,2.019999,0,4.039998,0,0.4730673,0
8.560006,15.23072,-10,2.019999,0,4.039998,0,0.471962,0
8.580007,15.27112,-10,2.019999,0,4.039998,0,0.4708618,0
8.600007,15.31152,-10,2.019999,0,4.039998,0,0.4697668,0
8.620008,15.35192,-10,2.019999,0,4.039998,0,0.4686768,0
8.640008,15.39232,-10,2.019999,0,4.039998,0,0.4675919,0
8.660008,15.43272,-10,2.019999,0,4.039998,0,0.466512,0
8.680009,15.47312,-10,2.019999,0,4.039998,0,0.465437,0
8.700009,15.51352,-10,2.019999,0,4.039998,0,0.464367,0
8.72001,15.55392,-10,2.019999,0,4.039998,0,0.463302,0
8.74001,15.59432,-10,2.019999,0,4.039998,0,0.4622417,0
8.760011,15.63472,-10,2.019999,0,4.039998,0,0.4611864,0
8.780011,15.67512,-10,2.019999,0,4.039998,0,0.4601358,0
8.800012,15.71552,-10,2.019999,0,4.039998,0,0.45909,0
8.820012,15.75592,-10,2.019999,0,4.039998,0,0.458049,0
8.840013,15.79632,-10,2.019999,0,4.039998,0,0.4570127,0
8.860013,15.83672,-10,2.019999,0,4.039998,0,0.455981,0
8.880013,15.87712,-10,2.019999,0,4.039998,0,0.454954,0
8.900014,15.91752,-10,2.019999,0,4.039998,0,0.4539316,0
8.920014,15.95792,-10,2.019999,0,4.039998,0,0.4529138,0
8.940015,15.99831,-10,2.019999,0,4.039998,0,0.4519005,0
8.960015,16.03872,-10,2.019999,0,4.039998,0,0.4508918,0
8.980016,16.07911,-10,2.019999,0,4.039998,0,0.4498876,0
9.000016,16.11951,-10,2.019999,0,4.039998,0,0.4488878,0
9.020017,16.15991,-10,2.019999,0,4.039998,0,0.4478925,0
9.040017,16.20031,-10,2.019999,0,4.039998,0,0.4469015,0
9.060018,16.24071,-10,2.019999,0,4.039998,0,0.445915,0
9.080018,16.28111,-10,2.019999,0,4.039998,0,0.4449328,0
9.100019,16.32151,-10,2.019999,0,4.039998,0,0.4439549,0
9.120019,16.36191,-10,2.019999,0,4.039998,0,0.4429813,0
9.140019,16.40231,-10,2.019999,0,4.039998,0,0.4420119,0
9.16002,16.44271,-10,2.019999,0,4.039998,0,0.4410468,0
9.18002,16.48311,-10,2.019999,0,4.039998,0,0.4400859,0
9.200021,16.52351,-10,2.019999,0,4.039998,0,0.4391292,0
9.220021,16.56391,-10,2.019999,0,4.039998,0,0.4381766,0
9.240022,16.60352,-10,1.980582,0,3.961163,0,0.4286963,0
9.260022,16.64232,-10,1.939976,0,3.879952,0,0.4190003,0
9.280023,16.68028,-10,1.898206,0,3.796412,0,0.4090952,0
9.300023,16.71739,-10,1.855298,0,3.710595,0,0.3989878,0
9.320024,16.75362,-10,1.811276,0,3.622552,0,0.3886848,0
9.340024,16.78894,-10,1.766168,0,3.532335,0,0.3781933,0
9.360024,16.82334,-10,1.719999,0,3.439999,0,0.3675203,0
9.380025,16.8568,-10,1.672799,0,3.345598,0,0.3566726,0
9.400025,16.88929,-10,1.624595,0,3.24919,0,0.3456576,0
9.420026,16.9208,-10,1.575416,0,3.150833,0,0.3344824,0
9.440026,16.9513,-10,1.525293,0,3.050585,0,0.3231543,0
9.460027,16.98079,-10,1.474253,0,2.948507,0,0.3116806,0
9.480027,17.00924,-10,1.42233,0,2.84466,0,0.3000687,0
9.500028,17.03663,-10,1.369553,0,2.739105,0,0.2883261,0
9.520028,17.06295,-10,1.315954,0,2.631908,0,0.2764601,0
9.540029,17.08818,-10,1.261566,0,2.523131,0,0.2644784,0
9.560029,17.1123,-10,1.20642,0,2.412841,0,0.2523884,0
9.580029,17.13531,-10,1.150551,0,2.301102,0,0.2401978,0
9.60003,17.15719,-10,1.093992,0,2.187984,0,0.2279142,0
9.62003,17.17793,-10,1.036776,0,2.073552,0,0.2155453,0
9.640031,17.19751,-10,0.9789381,0,1.957876,0,0.2030985,0
9.660031,17.21592,-10,0.9205129,0,1.841026,0,0.1905818,0
9.680032,17.23315,-10,0.8615353,0,1.723071,0,0.1780026,0
9.700032,17.24919,-10,0.8020409,0,1.604082,0,0.1653687,0
9.720033,17.26403,-10,0.7420652,0,1.48413,0,0.1526878,0
9.740033,17.27766,-10,0.6816443,0,1.363289,0,0.1399675,0
9.760034,17.29008,-10,0.6208143,0,1.241629,0,0.1272156,0
9.780034,17.30127,-10,0.5596119,0,1.119224,0,0.1144397,0
9.800035,17.31124,-10,0.4980737,0,0.9961475,0,0.1016473,0
9.820035,17.31996,-10,0.4362367,0,0.8724734,0,0.08884626,0
9.840035,17.32744,-10,0.3741379,0,0.7482758,0,0.07604401,0
9.860036,17.33368,-10,0.3118146,0,0.6236292,0,0.06324816,0
9.880036,17.33867,-10,0.2493042,0,0.4986085,0,0.05046626,0
9.900037,17.3424,-10,0.1866443,0,0.3732886,0,0.03770578,0
9.920037,17.34488,-10,0.1238724,0,0.2477447,0,0.02497417,0
9.940038,17.3461,-10,0.06102611,0,0.1220522,0,0.01227885,0
9.960038,17.34606,-10,-0.00185676,0,-0.003713521,0,-0.000372842,0
9.980039,17.34476,-10,-0.06473854,0,-0.1294771,0,-0.01297361,0
10.00004,17.34221,-10,-0.1275815,0,-0.255163,0,-0.0255162,0
10.02004,17.33841,-10,-0.1903479,0,-0.3806957,0,-0.03799343,0
10.04004,17.33335,-10,-0.253,0,-0.506,0,-0.05039821,0
10.06004,17.32704,-10,-0.3155004,0,-0.6310008,0,-0.06272348,0
10.08004,17.31948,-10,-0.3778115,0,-0.7556229,0,-0.07496229,0
10.10004,17.31068,-10,-0.4398958,0,-0.8797917,0,-0.08710773,0
10.12004,17.30065,-10,-0.5017163,0,-1.003433,0,-0.099153,0
10.14004,17.28938,-10,-0.5632356,0,-1.126471,0,-0.1110914,0
10.16004,17.27689,-10,-0.6244171,0,-1.248834,0,-0.1229162,0
10.18004,17.26319,-10,-0.6852239,0,-1.370448,0,-0.134621,0
10.20004,17.24828,-10,-0.7456195,0,-1.491239,0,-0.1461993,0
10.22004,17.23217,-10,-0.8055679,0,-1.611136,0,-0.1576447,0
10.24004,17.21486,-10,-0.8650329,0,-1.730066,0,-0.168951,0
10.26005,17.19638,-10,-0.9239788,0,-1.847958,0,-0.180112,0
10.28005,17.17674,-10,-0.9823703,0,-1.964741,0,-0.1911218,0
10.30005,17.15593,-10,-1.040172,0,-2.080345,0,-0.2019743,0
10.32005,17.13399,-10,-1.09735,0,-2.194701,0,-0.2126639,0
10.34005,17.11091,-10,-1.15387,0,-2.30774,0,-0.2231847,0
10.36005,17.08671,-10,-1.209697,0,-2.419394,0,-0.2335312,0
10.38005,17.06142,-10,-1.264799,0,-2.529597,0,-0.243698,0
10.40005,17.03504,-10,-1.319141,0,-2.638282,0,-0.2536798,0
10.42005,17.00758,-10,-1.372692,0,-2.745384,0,-0.2634714,0
10.44005,16.97907,-10,-1.42542,0,-2.850839,0,-0.2730676,0
10.46005,16.94953,-10,-1.477292,0,-2.954584,0,-0.2824636,0
10.48005,16.91896,-10,-1.528278,0,-3.056555,0,-0.2916546,0
10.50005,16.88739,-10,-1.578346,0,-3.156693,0,-0.300636,0
10.52005,16.85485,-10,-1.627468,0,-3.254937,0,-0.3094031,0
10.54005,16.82133,-10,-1.675614,0,-3.351227,0,-0.3179517,0
10.56005,16.78688,-10,-1.722754,0,-3.445507,0,-0.3262775,0
10.58005,16.7515,-10,-1.76886,0,-3.53772,0,-0.3343764,0
10.60005,16.71522,-10,-1.813905,0,-3.62781,0,-0.3422445,0
10.62005,16.67807,-10,-1.857862,0,-3.715724,0,-0.349878,0
10.64005,16.64005,-10,-1.900704,0,-3.801408,0,-0.3572733,0
10.66005,16.6012,-10,-1.942405,0,-3.884811,0,-0.3644269,0
10.68005,16.56154,-10,-1.982942,0,-3.965883,0,-0.3713354,0
10.70006,16.5211,-10,-2.022288,0,-4.044576,0,-0.3779958,0
10.72006,16.47989,-10,-2.060421,0,-4.120842,0,-0.3844049,0
10.74006,16.43794,-10,-2.097317,0,-4.194635,0,-0.3905599,0
10.76006,16.396,-10,-2.097317,0,-4.194635,0,-0.3898339,0
10.78006,16.35405,-10,-2.097317,0,-4.194635,0,-0.3891107,0
10.80006,16.31211,-10,-2.097317,0,-4.194635,0,-0.3883901,0
10.82006,16.27016,-10,-2.097317,0,-4.194635,0,-0.3876721,0
10.84006,16.22821,-10,-2.097317,0,-4.194635,0,-0.3869569,0
10.86006,16.18627,-10,-2.097317,0,-4.194635,0,-0.3862442,0
10.88006,16.14432,-10,-2.097317,0,-4.194635,0,-0.3855342,0
10.90006,16.10237,-10,-2.097317,0,-4.194635,0,-0.3848268,0
10.92006,16.06043,-10,-2.097317,0,-4.194635,0,-0.384122,0
10.94006,16.01848,-10,-2.097317,0,-4.194635,0,-0.3834197,0
10.96006,15.97653,-10,-2.097317,0,-4.194635,0,-0.38272,0
10.98006,15.93459,-10,-2.097317,0,-4.194635,0,-0.3820229,0
11.00006,15.89264,-10,-2.097317,0,-4.194635,0,-0.3813283,0
11.02006,15.85069,-10,-2.097317,0,-4.194635,0,-0.3806362,0
11.04006,15.80875,-10,-2.097317,0,-4.194635,0,-0.3799466,0
11.06006,15.7668,-10,-2.097317,0,-4.194635,0,-0.3792596,0
11.08006,15.72486,-10,-2.097317,0,-4.194635,0,-0.378575,0
11.10006,15.68291,-10,-2.097317,0,-4.194635,0,-0.3778929,0
11.12006,15.64096,-10,-2.097317,0,-4.194635,0,-0.3772132,0
11.14007,15.59902,-10,-2.097317,0,-4.194635,0,-0.376536,0
11.16007,15.55707,-10,-2.097317,0,-4.194635,0,-0.3758611,0
11.18007,15.51512,-10,-2.097317,0,-4.194635,0,-0.3751887,0
11.20007,15.47318,-10,-2.097317,0,-4.194635,0,-0.3745188,0
11.22007,15.43123,-10,-2.097317,0,-4.194635,0,-0.3738512,0
11.24007,15.38928,-10,-2.097317,0,-4.194635,0,-0.3731859,0
11.26007,15.34734,-10,-2.097317,0,-4.194635,0,-0.3725231,0
11.28007,15.30539,-10,-2.097317,0,-4.194635,0,-0.3718625,0
11.30007,15.26344,-10,-2.097317,0,-4.194635,0,-0.3712044,0
11.32007,15.2215,-10,-2.097317,0,-4.194635,0,-0.3705485,0
11.34007,15.17955,-10,-2.097317,0,-4.194635,0,-0.369895,0
11.36007,15.13761,-10,-2.097317,0,-4.194635,0,-0.3692437,0
11.38007,15.09566,-10,-2.097317,0,-4.194635,0,-0.3685948,0
11.40007,15.05371,-10,-2.097317,0,-4.194635,0,-0.3679481,0
11.42007,15.01177,-10,-2.097317,0,-4.194635,0,-0.3673037,0
11.44007,14.96982,-10,-2.097317,0,-4.194635,0,-0.3666616,0
11.46007,14.92787,-10,-2.097317,0,-4.194635,0,-0.3660217,0
11.48007,14.88593,-10,-2.097317,0,-4.194635,0,-0.365384,0
11.50007,14.84398,-10,-2.097317,0,-4.194635,0,-0.3647485,0
11.52007,14.80203,-10,-2.097317,0,-4.194635,0,-0.3641153,0
11.54007,14.76009,-10,-2.097317,0,-4.194635,0,-0.3634842,0
11.56007,14.71814,-10,-2.097317,0,-4.194635,0,-0.3628553,0
11.58008,14.6762,-10,-2.097317,0,-4.194635,0,-0.3622286,0
11.60008,14.63425,-10,-2.097317,0,-4.194635,0,-0.3616041,0
11.62008,14.5923,-10,-2.097317,0,-4.194635,0,-0.3609817,0
11.64008,14.55036,-10,-2.097317,0,-4.194635,0,-0.3603615,0
11.66008,14.50841,-10,-2.097317,0,-4.194635,0,-0.3597433,0
11.68008,14.46646,-10,-2.097317,0,-4.194635,0,-0.3591273,0
11.70008,14.42452,-10,-2.097317,0,-4.194635,0,-0.3585134,0
11.72008,14.38257,-10,-2.097317,0,-4.194635,0,-0.3579016,0
11.74008,14.34062,-10,-2.097317,0,-4.194635,0,-0.3572919,0
11.76008,14.29868,-10,-2.097317,0,-4.194635,0,-0.3566842,0
11.78008,14.25673,-10,-2.097317,0,-4.194635,0,-0.3560787,0
11.80008,14.21478,-10,-2.097317,0,-4.194635,0,-0.3554751,0
11.82008,14.17284,-10,-2.097317,0,-4.194635,0,-0.3548736,0
11.84008,14.13089,-10,-2.097317,0,-4.194635,0,-0.3542742,0
11.86008,14.08895,-10,-2.097317,0,-4.194635,0,-0.3536767,0
11.88008,14.047,-10,-2.097317,0,-4.194635,0,-0.3530813,0
11.90008,14.00505,-10,-2.097317,0,-4.194635,0,-0.3524879,0
11.92008,13.96311,-10,-2.097317,0,-4.194635,0,-0.3518965,0
11.94008,13.92116,-10,-2.097317,0,-4.194635,0,-0.351307,0
11.96008,13.87921,-10,-2.097317,0,-4.194635,0,-0.3507195,0
11.98008,13.83727,-10,-2.097317,0,-4.194635,0,-0.350134,0
12.00008,13.79532,-10,-2.097317,0,-4.194635,0,-0.3495504,0
12.02009,13.75337,-10,-2.097317,0,-4.194635,0,-0.3489688,0
12.04009,13.71143,-10,-2.097317,0,-4.194635,0,-0.3483891,0
12.06009,13.66948,-10,-2.097317,0,-4.194635,0,-0.3478113,0
12.08009,13.62753,-10,-2.097317,0,-4.194635,0,-0.3472355,0
12.10009,13.58559,-10,-2.097317,0,-4.194635,0,-0.3466615,0
12.12009,13.54364,-10,-2.097317,0,-4.194635,0,-0.3460895,0
12.14009,13.5017,-10,-2.097317,0,-4.194635,0,-0.3455193,0
12.16009,13.45975,-10,-2.097317,0,-4.194635,0,-0.344951,0
12.18009,13.4178,-10,-2.097317,0,-4.194635,0,-0.3443846,0
12.20009,13.37586,-10,-2.097317,0,-4.194635,0,-0.34382,0
12.22009,13.33391,-10,-2.097317,0,-4.194635,0,-0.3432573,0
12.24009,13.29196,-10,-2.097317,0,-4.194635,0,-0.3426964,0
12.26009,13.25002,-10,-2.097317,0,-4.194635,0,-0.3421373,0
12.28009,13.20807,-10,-2.097317,0,-4.194635,0,-0.3415801,0
12.30009,13.16612,-10,-2.097317,0,-4.194635,0,-0.3410247,0
12.32009,13.12418,-10,-2.097317,0,-4.194635,0,-0.3404711,0
12.34009,13.08223,-10,-2.097317,0,-4.194635,0,-0.3399192,0
12.36009,13.04029,-10,-2.097317,0,-4.194635,0,-0.3393692,0
12.38009,12.99834,-10,-2.097317,0,-4.194635,0,-0.3388209,0
12.40009,12.95639,-10,-2.097317,0,-4.194635,0,-0.3382744,0
12.42009,12.91445,-10,-2.097317,0,-4.194635,0,-0.3377297,0
12.44009,12.8725,-10,-2.097317,0,-4.194635,0,-0.3371867,0
12.4601,12.83055,-10,-2.097317,0,-4.194635,0,-0.3366455,0
12.4801,12.78861,-10,-2.097317,0,-4.194635,0,-0.336106,0
12.5001,12.74666,-10,-2.097317,0,-4.194635,0,-0.3355682,0
12.5201,12.70471,-10,-2.097317,0,-4.194635,0,-0.3350321,0
12.5401,12.66277,-10,-2.097317,0,-4.194635,0,-0.3344978,0
12.5601,12.62082,-10,-2.097317,0,-4.194635,0,-0.3339652,0
12.5801,12.57887,-10,-2.097317,0,-4.194635,0,-0.3334342,0
12.6001,12.53693,-10,-2.097317,0,-4.194635,0,-0.3329049,0
12.6201,12.49498,-10,-2.097317,0,-4.194635,0,-0.3323773,0
12.6401,12.45304,-10,-2.097317,0,-4.194635,0,-0.3318514,0
12.6601,12.41109,-10,-2.097317,0,-4.194635,0,-0.3313272,0
12.6801,12.36914,-10,-2.097317,0,-4.194635,0,-0.3308046,0
12.7001,12.3272,-10,-2.097317,0,-4.194635,0,-0.3302836,0
12.7201,12.28525,-10,-2.097317,0,-4.194635,0,-0.3297643,0
12.7401,12.2433,-10,-2.097317,0,-4.194635,0,-0.3292466,0
12.7601,12.20136,-10,-2.097317,0,-4.194635,0,-0.3287305,0
12.7801,12.15941,-10,-2.097317,0,-4.194635,0,-0.328216,0
12.8001,12.11746,-10,-2.097317,0,-4.194635,0,-0.3277032,0
12.8201,12.07552,-10,-2.097317,0,-4.194635,0,-0.327192,0
12.8401,12.03357,-10,-2.097317,0,-4.194635,0,-0.3266823,0
12.8601,11.99162,-10,-2.097317,0,-4.194635,0,-0.3261743,0
12.88011,11.94968,-10,-2.097317,0,-4.194635,0,-0.3256678,0
12.90011,11.90773,-10,-2.097317,0,-4.194635,0,-0.3251628,0
12.92011,11.86579,-10,-2.097317,0,-4.194635,0,-0.3246595,0
12.94011,11.82384,-10,-2.097317,0,-4.194635,0,-0.3241577,0
12.96011,11.78189,-10,-2.097317,0,-4.194635,0,-0.3236574,0
12.98011,11.73995,-10,-2.097317,0,-4.194635,0,-0.3231587,0
13.00011,11.698,-10,-2.097317,0,-4.194635,0,-0.3226615,0
13.02011,11.65605,-10,-2.097317,0,-4.194635,0,-0.3221659,0
13.04011,11.61411,-10,-2.097317,0,-4.194635,0,-0.3216718,0
13.06011,11.57216,-10,-2.097317,0,-4.194635,0,-0.3211792,0
13.08011,11.53021,-10,-2.097317,0,-4.194635,0,-0.3206881,0
13.10011,11.48827,-10,-2.097317,0,-4.194635,0,-0.3201984,0
13.12011,11.44632,-10,-2.097317,0,-4.194635,0,-0.3197103,0
13.14011,11.40438,-10,-2.097317,0,-4.194635,0,-0.3192237,0
13.16011,11.36243,-10,-2.097317,0,-4.194635,0,-0.3187385,0
13.18011,11.32048,-10,-2.097317,0,-4.194635,0,-0.3182549,0
13.20011,11.27854,-10,-2.097317,0,-4.194635,0,-0.3177727,0
13.22011,11.23659,-10,-2.097317,0,-4.194635,0,-0.3172919,0
13.24011,11.19464,-10,-2.097317,0,-4.194635,0,-0.3168126,0
13.26011,11.1527,-10,-2.097317,0,-4.194635,0,-0.3163348,0
13.28011,11.11075,-10,-2.097317,0,-4.194635,0,-0.3158583,0
13.30011,11.0688,-10,-2.097317,0,-4.194635,0,-0.3153834,0
13.32012,11.02686,-10,-2.097317,0,-4.194635,0,-0.3149098,0
13.34012,10.98491,-10,-2.097317,0,-4.194635,0,-0.3144377,0
13.36012,10.94296,-10,-2.097317,0,-4.194635,0,-0.313967,0
13.38012,10.90102,-10,-2.097317,0,-4.194635,0,-0.3134976,0
13.40012,10.85907,-10,-2.097317,0,-4.194635,0,-0.3130297,0
13.42012,10.81713,-10,-2.097317,0,-4.194635,0,-0.3125632,0
13.44012,10.77518,-10,-2.097317,0,-4.194635,0,-0.3120981,0
13.46012,10.73323,-10,-2.097317,0,-4.194635,0,-0.3116343,0
13.48012,10.69129,-10,-2.097317,0,-4.194635,0,-0.3111719,0
13.50012,10.64934,-10,-2.097317,0,-4.194635,0,-0.310711,0
13.52012,10.60739,-10,-2.097317,0,-4.194635,0,-0.3102513,0
13.54012,10.56545,-10,-2.097317,0,-4.194635,0,-0.309793,0
13.56012,10.5235,-10,-2.097317,0,-4.194635,0,-0.3093361,0
13.58012,10.48155,-10,-2.097317,0,-4.194635,0,-0.3088805,0
13.60012,10.43961,-10,-2.097317,0,-4.194635,0,-0.3084263,0
13.62012,10.39766,-10,-2.097317,0,-4.194635,0,-0.3079734,0
13.64012,10.35571,-10,-2.097317,0,-4.194635,0,-0.3075218,0
13.66012,10.31377,-10,-2.097317,0,-4.194635,0,-0.3070715,0
13.68012,10.27182,-10,-2.097317,0,-4.194635,0,-0.3066226,0
13.70012,10.22988,-10,-2.097317,0,-4.194635,0,-0.306175,0
13.72012,10.18793,-10,-2.097317,0,-4.194635,0,-0.3057286,0
13.74012,10.14598,-10,-2.097317,0,-4.194635,0,-0.3052836,0
13.76013,10.10404,-10,-2.097317,0,-4.194635,0,-0.3048399,0
13.78013,10.06209,-10,-2.097317,0,-4.194635,0,-0.3043974,0
13.80013,10.02014,-10,-2.097317,0,-4.194635,0,-0.3039563,0
13.82013,9.978197,-10,-2.097317,0,-4.194635,0,-0.3035164,0
13.84013,9.936251,-10,-2.097317,0,-4.194635,0,-0.3030778,0
13.86013,9.894304,-10,-2.097317,0,-4.194635,0,-0.3026404,0
13.88013,9.852358,-10,-2.097317,0,-4.194635,0,-0.3022043,0
13.90013,9.810411,-10,-2.097317,0,-4.194635,0,-0.3017695,0
13.92013,9.768465,-10,-2.097317,0,-4.194635,0,-0.3013359,0
13.94013,9.726519,-10,-2.097317,0,-4.194635,0,-0.3009036,0
13.96013,9.684572,-10,-2.097317,0,-4.194635,0,-0.3004725,0
13.98013,9.642626,-10,-2.097317,0,-4.194635,0,-0.3000426,0
14.00013,9.600679,-10,-2.097317,0,-4.194635,0,-0.299614,0
14.02013,9.558733,-10,-2.097317,0,-4.194635,0,-0.2991866,0
14.04013,9.516787,-10,-2.097317,0,-4.194635,0,-0.2987604,0
14.06013,9.47484,-10,-2.097317,0,-4.194635,0,-0.2983354,0
14.08013,9.432894,-10,-2.097317,0,-4.194635,0,-0.2979116,0
14.10013,9.390947,-10,-2.097317,0,-4.194635,0,-0.297489,0
14.12013,9.349001,-10,-2.097317,0,-4.194635,0,-0.2970676,0
14.14013,9.307055,-10,-2.097317,0,-4.194635,0,-0.2966475,0
14.16013,9.265108,-10,-2.097317,0,-4.194635,0,-0.2962285,0
14.18013,9.223162,-10,-2.097317,0,-4.194635,0,-0.2958106,0
14.20014,9.181215,-10,-2.097317,0,-4.194635,0,-0.295394,0
14.22014,9.139269,-10,-2.097317,0,-4.194635,0,-0.2949785,0
14.24014,9.097322,-10,-2.097317,0,-4.194635,0,-0.2945642,0
14.26014,9.055376,-10,-2.097317,0,-4.194635,0,-0.2941511,0
14.28014,9.01343,-10,-2.097317,0,-4.194635,0,-0.2937391,0
14.30014,8.971483,-10,-2.097317,0,-4.194635,0,-0.2933283,0
14.32014,8.929537,-10,-2.097317,0,-4.194635,0,-0.2929186,0
14.34014,8.88759,-10,-2.097317,0,-4.194635,0,-0.2925101,0
14.36014,8.845644,-10,-2.097317,0,-4.194635,0,-0.2921027,0
14.38014,8.803698,-10,-2.097317,0,-4.194635,0,-0.2916964,0
14.40014,8.761751,-10,-2.097317,0,-4.194635,0,-0.2912913,0
14.42014,8.719805,-10,-2.097317,0,-4.194635,0,-0.2908872,0
14.44014,8.677858,-10,-2.097317,0,-4.194635,0,-0.2904843,0
14.46014,8.635912,-10,-2.097317,0,-4.194635,0,-0.2900826,0
14.48014,8.593966,-10,-2.097317,0,-4.194635,0,-0.2896819,0
14.50014,8.552019,-10,-2.097317,0,-4.194635,0,-0.2892823,0
14.52014,8.510073,-10,-2.097317,0,-4.194635,0,-0.2888839,0
14.54014,8.468126,-10,-2.097317,0,-4.194635,0,-0.2884865,0
14.56014,8.42618,-10,-2.097317,0,-4.194635,0,-0.2880902,0
14.58014,8.384233,-10,-2.097317,0,-4.194635,0,-0.287695,0
14.60014,8.342287,-10,-2.097317,0,-4.194635,0,-0.2873009,0
14.62014,8.300341,-10,-2.097317,0,-4.194635,0,-0.2869079,0
14.64015,8.258394,-10,-2.097317,0,-4.194635,0,-0.2865159,0
14.66015,8.216448,-10,-2.097317,0,-4.194635,0,-0.286125,0
14.68015,8.174501,-10,-2.097317,0,-4.194635,0,-0.2857352,0
14.70015,8.132555,-10,-2.097317,0,-4.194635,0,-0.2853465,0
14.72015,8.090609,-10,-2.097317,0,-4.194635,0,-0.2849588,0
14.74015,8.048662,-10,-2.097317,0,-4.194635,0,-0.2845721,0
14.76015,8.006716,-10,-2.097317,0,-4.194635,0,-0.2841865,0
14.78015,7.964769,-10,-2.097317,0,-4.194635,0,-0.2838019,0
14.80015,7.922823,-10,-2.097317,0,-4.194635,0,-0.2834184,0
14.82015,7.880877,-10,-2.097317,0,-4.194635,0,-0.2830359,0
14.84015,7.83893,-10,-2.097317,0,-4.194635,0,-0.2826545,0
14.86015,7.796984,-10,-2.097317,0,-4.194635,0,-0.2822741,0
14.88015,7.755037,-10,-2.097317,0,-4.194635,0,-0.2818947,0
14.90015,7.713091,-10,-2.097317,0,-4.194635,0,-0.2815163,0
14.92015,7.671144,-10,-2.097317,0,-4.194635,0,-0.2811389,0
14.94015,7.629198,-10,-2.097317,0,-4.194635,0,-0.2807625,0
14.96015,7.587252,-10,-2.097317,0,-4.194635,0,-0.2803872,0
14.98015,7.545305,-10,-2.097317,0,-4.194635,0,-0.2800128,0
15.00015,7.503359,-10,-2.097317,0,-4.194635,0,-0.2796395,0
15.02015,7.461412,-10,-2.097317,0,-4.194635,0,-0.2792671,0
15.04015,7.419466,-10,-2.097317,0,-4.194635,0,-0.2788957,0
15.06015,7.37752,-10,-2.097317,0,-4.194635,0,-0.2785254,0
15.08016,7.335573,-10,-2.097317,0,-4.194635,0,-0.278156,0
15.10016,7.293627,-10,-2.097317,0,-4.194635,0,-0.2777875,0
15.12016,7.25168,-10,-2.097317,0,-4.194635,0,-0.2774201,0
15.14016,7.209734,-10,-2.097317,0,-4.194635,0,-0.2770536,0
15.16016,7.167788,-10,-2.097317,0,-4.194635,0,-0.2766881,0
15.18016,7.125841,-10,-2.097317,0,-4.194635,0,-0.2763235,0
15.20016,7.083895,-10,-2.097317,0,-4.194635,0,-0.2759599,0
15.22016,7.041948,-10,-2.097317,0,-4.194635,0,-0.2755973,0
15.24016,7.000002,-10,-2.097317,0,-4.194635,0,-0.2752357,0
15.26016,6.958055,-10,-2.097317,0,-4.194635,0,-0.2748749,0
15.28016,6.916109,-10,-2.097317,0,-4.194635,0,-0.2745151,0
15.30016,6.874163,-10,-2.097317,0,-4.194635,0,-0.2741563,0
15.32016,6.832216,-10,-2.097317,0,-4.194635,0,-0.2737983,0
15.34016,6.79027,-10,-2.097317,0,-4.194635,0,-0.2734414,0
15.36016,6.748323,-10,-2.097317,0,-4.194635,0,-0.2730853,0
15.38016,6.706377,-10,-2.097317,0,-4.194635,0,-0.2727302,0
15.40016,6.664431,-10,-2.097317,0,-4.194635,0,-0.272376,0
15.42016,6.622484,-10,-2.097317,0,-4.194635,0,-0.2720227,0
15.44016,6.580538,-10,-2.097317,0,-4.194635,0,-0.2716704,0
15.46016,6.538591,-10,-2.097317,0,-4.194635,0,-0.2713189,0
15.48016,6.496645,-10,-2.097317,0,-4.194635,0,-0.2709684,0
15.50016,6.454699,-10,-2.097317,0,-4.194635,0,-0.2706187,0
