t,x1(t),x2(t),v1(t),v2(t),p1(t),p2(t),F1(t),F2(t)
15.52017,6.412752,-10,-2.097317,0,-4.194635,0,-0.27027,0
15.54017,6.370806,-10,-2.097317,0,-4.194635,0,-0.2699221,0
15.56017,6.328859,-10,-2.097317,0,-4.194635,0,-0.2695752,0
15.58017,6.286913,-10,-2.097317,0,-4.194635,0,-0.2692291,0
15.60017,6.244967,-10,-2.097317,0,-4.194635,0,-0.268884,0
15.62017,6.20302,-10,-2.097317,0,-4.194635,0,-0.2685397,0
15.64017,6.161074,-10,-2.097317,0,-4.194635,0,-0.2681963,0
15.66017,6.119127,-10,-2.097317,0,-4.194635,0,-0.2678537,0
15.68017,6.077181,-10,-2.097317,0,-4.194635,0,-0.2675121,0
15.70017,6.035234,-10,-2.097317,0,-4.194635,0,-0.2671713,0
15.72017,5.993288,-10,-2.097317,0,-4.194635,0,-0.2668314,0
15.74017,5.951342,-10,-2.097317,0,-4.194635,0,-0.2664923,0
15.76017,5.909395,-10,-2.097317,0,-4.194635,0,-0.2661541,0
15.78017,5.867449,-10,-2.097317,0,-4.194635,0,-0.2658168,0
15.80017,5.825502,-10,-2.097317,0,-4.194635,0,-0.2654803,0
15.82017,5.783556,-10,-2.097317,0,-4.194635,0,-0.2651447,0
15.84017,5.74161,-10,-2.097317,0,-4.194635,0,-0.2648099,0
15.86017,5.699663,-10,-2.097317,0,-4.194635,0,-0.264476,0
15.88017,5.657717,-10,-2.097317,0,-4.194635,0,-0.2641429,0
15.90017,5.61577,-10,-2.097317,0,-4.194635,0,-0.2638106,0
15.92017,5.573824,-10,-2.097317,0,-4.194635,0,-0.2634792,0
15.94018,5.531878,-10,-2.097317,0,-4.194635,0,-0.2631486,0
15.96018,5.489931,-10,-2.097317,0,-4.194635,0,-0.2628188,0
15.98018,5.447985,-10,-2.097317,0,-4.194635,0,-0.2624899,0
16.00018,5.406038,-10,-2.097317,0,-4.194635,0,-0.2621618,0
16.02018,5.364092,-10,-2.097317,0,-4.194635,0,-0.2618345,0
16.04018,5.322145,-10,-2.097317,0,-4.194635,0,-0.261508,0
16.06018,5.280199,-10,-2.097317,0,-4.194635,0,-0.2611824,0
16.08018,5.238253,-10,-2.097317,0,-4.194635,0,-0.2608575,0
16.10018,5.196306,-10,-2.097317,0,-4.194635,0,-0.2605335,0
16.12018,5.15436,-10,-2.097317,0,-4.194635,0,-0.2602102,0
16.14018,5.112413,-10,-2.097317,0,-4.194635,0,-0.2598878,0
16.16018,5.070467,-10,-2.097317,0,-4.194635,0,-0.2595661,0
16.18018,5.028521,-10,-2.097317,0,-4.194635,0,-0.2592453,0
16.20018,4.986574,-10,-2.097317,0,-4.194635,0,-0.2589252,0
16.22018,4.944628,-10,-2.097317,0,-4.194635,0,-0.2586059,0
16.24018,4.902681,-10,-2.097317,0,-4.194635,0,-0.2582875,0
16.26018,4.860735,-10,-2.097317,0,-4.194635,0,-0.2579697,0
16.28018,4.818789,-10,-2.097317,0,-4.194635,0,-0.2576528,0
16.30018,4.776842,-10,-2.097317,0,-4.194635,0,-0.2573367,0
16.32018,4.734896,-10,-2.097317,0,-4.194635,0,-0.2570213,0
16.34018,4.692949,-10,-2.097317,0,-4.194635,0,-0.2567067,0
16.36018,4.651003,-10,-2.097317,0,-4.194635,0,-0.2563929,0
16.38018,4.609056,-10,-2.097317,0,-4.194635,0,-0.2560799,0
16.40018,4.56711,-10,-2.097317,0,-4.194635,0,-0.2557676,0
16.42019,4.525164,-10,-2.097317,0,-4.194635,0,-0.255456,0
16.44019,4.483217,-10,-2.097317,0,-4.194635,0,-0.2551452,0
16.46019,4.441271,-10,-2.097317,0,-4.194635,0,-0.2548352,0
16.48019,4.399324,-10,-2.097317,0,-4.194635,0,-0.2545259,0
16.50019,4.357378,-10,-2.097317,0,-4.194635,0,-0.2542174,0
16.52019,4.315432,-10,-2.097317,0,-4.194635,0,-0.2539096,0
16.54019,4.273485,-10,-2.097317,0,-4.194635,0,-0.2536026,0
16.56019,4.231539,-10,-2.097317,0,-4.194635,0,-0.2532963,0
16.58019,4.189592,-10,-2.097317,0,-4.194635,0,-0.2529908,0
16.60019,4.147646,-10,-2.097317,0,-4.194635,0,-0.252686,0
16.62019,4.1057,-10,-2.097317,0,-4.194635,0,-0.2523819,0
16.64019,4.063753,-10,-2.097317,0,-4.194635,0,-0.2520785,0
16.66019,4.021807,-10,-2.097317,0,-4.194635,0,-0.2517759,0
16.68019,3.97986,-10,-2.097317,0,-4.194635,0,-0.251474,0
16.70019,3.937914,-10,-2.097317,0,-4.194635,0,-0.2511729,0
16.72019,3.895967,-10,-2.097317,0,-4.194635,0,-0.2508724,0
16.74019,3.854021,-10,-2.097317,0,-4.194635,0,-0.2505727,0
16.76019,3.812075,-10,-2.097317,0,-4.194635,0,-0.2502737,0
16.78019,3.770128,-10,-2.097317,0,-4.194635,0,-0.2499754,0
16.80019,3.728182,-10,-2.097317,0,-4.194635,0,-0.2496778,0
16.82019,3.686235,-10,-2.097317,0,-4.194635,0,-0.2493809,0
16.84019,3.644289,-10,-2.097317,0,-4.194635,0,-0.2490847,0
16.8602,3.602343,-10,-2.097317,0,-4.194635,0,-0.2487892,0
16.8802,3.560396,-10,-2.097317,0,-4.194635,0,-0.2484944,0
16.9002,3.51845,-10,-2.097317,0,-4.194635,0,-0.2482004,0
16.9202,3.476503,-10,-2.097317,0,-4.194635,0,-0.247907,0
16.9402,3.434557,-10,-2.097317,0,-4.194635,0,-0.2476143,0
16.9602,3.392611,-10,-2.097317,0,-4.194635,0,-0.2473223,0
16.9802,3.350664,-10,-2.097317,0,-4.194635,0,-0.247031,0
17.0002,3.308718,-10,-2.097317,0,-4.194635,0,-0.2467404,0
17.0202,3.266771,-10,-2.097317,0,-4.194635,0,-0.2464504,0
17.0402,3.224825,-10,-2.097317,0,-4.194635,0,-0.2461611,0
17.0602,3.182878,-10,-2.097317,0,-4.194635,0,-0.2458726,0
17.0802,3.140932,-10,-2.097317,0,-4.194635,0,-0.2455847,0
17.1002,3.098986,-10,-2.097317,0,-4.194635,0,-0.2452974,0
17.1202,3.057039,-10,-2.097317,0,-4.194635,0,-0.2450108,0
17.1402,3.015093,-10,-2.097317,0,-4.194635,0,-0.2447249,0
17.1602,2.973146,-10,-2.097317,0,-4.194635,0,-0.2444397,0
17.1802,2.9312,-10,-2.097317,0,-4.194635,0,-0.2441552,0
17.2002,2.889254,-10,-2.097317,0,-4.194635,0,-0.2438712,0
17.2202,2.847307,-10,-2.097317,0,-4.194635,0,-0.243588,0
17.2402,2.805361,-10,-2.097317,0,-4.194635,0,-0.2433054,0
17.2602,2.763414,-10,-2.097317,0,-4.194635,0,-0.2430235,0
17.2802,2.721468,-10,-2.097317,0,-4.194635,0,-0.2427422,0
17.30021,2.679522,-10,-2.097317,0,-4.194635,0,-0.2424616,0
17.32021,2.637575,-10,-2.097317,0,-4.194635,0,-0.2421816,0
17.34021,2.595629,-10,-2.097317,0,-4.194635,0,-0.2419022,0
17.36021,2.553682,-10,-2.097317,0,-4.194635,0,-0.2416236,0
17.38021,2.511736,-10,-2.097317,0,-4.194635,0,-0.2413455,0
17.40021,2.46979,-10,-2.097317,0,-4.194635,0,-0.2410681,0
17.42021,2.427843,-10,-2.097317,0,-4.194635,0,-0.2407913,0
17.44021,2.385897,-10,-2.097317,0,-4.194635,0,-0.2405152,0
17.46021,2.34395,-10,-2.097317,0,-4.194635,0,-0.2402397,0
17.48021,2.302004,-10,-2.097317,0,-4.194635,0,-0.2399648,0
17.50021,2.260057,-10,-2.097317,0,-4.194635,0,-0.2396906,0
17.52021,2.218111,-10,-2.097317,0,-4.194635,0,-0.2394169,0
17.54021,2.176165,-10,-2.097317,0,-4.194635,0,-0.2391439,0
17.56021,2.134218,-10,-2.097317,0,-4.194635,0,-0.2388716,0
17.58021,2.092272,-10,-2.097317,0,-4.194635,0,-0.2385998,0
17.60021,2.050325,-10,-2.097317,0,-4.194635,0,-0.2383287,0
17.62021,2.008379,-10,-2.097317,0,-4.194635,0,-0.2380581,0
17.64021,1.966433,-10,-2.097317,0,-4.194635,0,-0.2377882,0
17.66021,1.924486,-10,-2.097317,0,-4.194635,0,-0.2375189,0
17.68021,1.88254,-10,-2.097317,0,-4.194635,0,-0.2372502,0
17.70021,1.840594,-10,-2.097317,0,-4.194635,0,-0.2369822,0
17.72021,1.798648,-10,-2.097317,0,-4.194635,0,-0.2367147,0
17.74022,1.756701,-10,-2.097317,0,-4.194635,0,-0.2364478,0
17.76022,1.714755,-10,-2.097317,0,-4.194635,0,-0.2361815,0
17.78022,1.672809,-10,-2.097317,0,-4.194635,0,-0.2359159,0
17.80022,1.630862,-10,-2.097317,0,-4.194635,0,-0.2356508,0
17.82022,1.588916,-10,-2.097317,0,-4.194635,0,-0.2353863,0
17.84022,1.54697,-10,-2.097317,0,-4.194635,0,-0.2351224,0
17.86022,1.505023,-10,-2.097317,0,-4.194635,0,-0.2348591,0
17.88022,1.463077,-10,-2.097317,0,-4.194635,0,-0.2345964,0
17.90022,1.421131,-10,-2.097317,0,-4.194635,0,-0.2343343,0
17.92022,1.379185,-10,-2.097317,0,-4.194635,0,-0.2340727,0
17.94022,1.337238,-10,-2.097317,0,-4.194635,0,-0.2338118,0
17.96022,1.295292,-10,-2.097317,0,-4.194635,0,-0.2335514,0
17.98022,1.253346,-10,-2.097317,0,-4.194635,0,-0.2332916,0
18.00022,1.211399,-10,-2.097317,0,-4.194635,0,-0.2330324,0
18.02022,1.169453,-10,-2.097317,0,-4.194635,0,-0.2327738,0
18.04022,1.127507,-10,-2.097317,0,-4.194635,0,-0.2325157,0
18.06022,1.085561,-10,-2.097317,0,-4.194635,0,-0.2322582,0
18.08022,1.043614,-10,-2.097317,0,-4.194635,0,-0.2320013,0
18.10022,1.001668,-10,-2.097317,0,-4.194635,0,-0.2317449,0
18.12022,0.9597216,-10,-2.097317,0,-4.194635,0,-0.2314891,0
18.14022,0.9177753,-10,-2.097317,0,-4.194635,0,-0.2312339,0
18.16022,0.8758289,-10,-2.097317,0,-4.194635,0,-0.2309792,0
18.18023,0.8338826,-10,-2.097317,0,-4.194635,0,-0.2307251,0
18.20023,0.7919362,-10,-2.097317,0,-4.194635,0,-0.2304716,0
18.22023,0.7499899,-10,-2.097317,0,-4.194635,0,-0.2302186,0
18.24023,0.7080435,-10,-2.097317,0,-4.194635,0,-0.2299662,0
18.26023,0.6660972,-10,-2.097317,0,-4.194635,0,-0.2297143,0
18.28023,0.6241508,-10,-2.097317,0,-4.194635,0,-0.229463,0
18.30023,0.5822045,-10,-2.097317,0,-4.194635,0,-0.2292122,0
18.32023,0.5402581,-10,-2.097317,0,-4.194635,0,-0.2289619,0
18.34023,0.4983118,-10,-2.097317,0,-4.194635,0,-0.2287122,0
18.36023,0.4563654,-10,-2.097317,0,-4.194635,0,-0.2284631,0
18.38023,0.4144191,-10,-2.097317,0,-4.194635,0,-0.2282145,0
18.40023,0.3724727,-10,-2.097317,0,-4.194635,0,-0.2279664,0
18.42023,0.3305264,-10,-2.097317,0,-4.194635,0,-0.2277189,0
18.44023,0.28858,-10,-2.097317,0,-4.194635,0,-0.2274719,0
18.46023,0.2466336,-10,-2.097317,0,-4.194635,0,-0.2272255,0
18.48023,0.2046873,-10,-2.097317,0,-4.194635,0,-0.2269796,0
18.50023,0.1627409,-10,-2.097317,0,-4.194635,0,-0.2267342,0
18.52023,0.1207946,-10,-2.097317,0,-4.194635,0,-0.2264893,0
18.54023,0.07884824,-10,-2.097317,0,-4.194635,0,-0.226245,0
18.56023,0.03690189,-10,-2.097317,0,-4.194635,0,-0.2260012,0
18.58023,-0.005044453,-10,-2.097317,0,-4.194635,0,-0.2257579,0
18.60023,-0.0469908,-10,-2.097317,0,-4.194635,0,-0.2255152,0
18.62024,-0.08893715,-10,-2.097317,0,-4.194635,0,-0.2252729,0
18.64024,-0.1308835,-10,-2.097317,0,-4.194635,0,-0.2250312,0
18.66024,-0.1728299,-10,-2.097317,0,-4.194635,0,-0.22479,0
18.68024,-0.2147762,-10,-2.097317,0,-4.194635,0,-0.2245493,0
18.70024,-0.2567225,-10,-2.097317,0,-4.194635,0,-0.2243092,0
18.72024,-0.2986689,-10,-2.097317,0,-4.194635,0,-0.2240695,0
18.74024,-0.3406152,-10,-2.097317,0,-4.194635,0,-0.2238304,0
18.76024,-0.3825616,-10,-2.097317,0,-4.194635,0,-0.2235918,0
18.78024,-0.4245079,-10,-2.097317,0,-4.194635,0,-0.2233537,0
18.80024,-0.4664543,-10,-2.097317,0,-4.194635,0,-0.223116,0
18.82024,-0.5084006,-10,-2.097317,0,-4.194635,0,-0.2228789,0
18.84024,-0.550347,-10,-2.097317,0,-4.194635,0,-0.2226423,0
18.86024,-0.5922933,-10,-2.097317,0,-4.194635,0,-0.2224062,0
18.88024,-0.6342397,-10,-2.097317,0,-4.194635,0,-0.2221706,0
18.90024,-0.676186,-10,-2.097317,0,-4.194635,0,-0.2219355,0
18.92024,-0.7181324,-10,-2.097317,0,-4.194635,0,-0.2217009,0
18.94024,-0.7600787,-10,-2.097317,0,-4.194635,0,-0.2214668,0
18.96024,-0.8020251,-10,-2.097317,0,-4.194635,0,-0.2212332,0
18.98024,-0.8439714,-10,-2.097317,0,-4.194635,0,-0.2210001,0
19.00024,-0.8859178,-10,-2.097317,0,-4.194635,0,-0.2207674,0
19.02024,-0.9278641,-10,-2.097317,0,-4.194635,0,-0.2205353,0
19.04025,-0.9698105,-10,-2.097317,0,-4.194635,0,-0.2203036,0
19.06025,-1.011757,-10,-2.097317,0,-4.194635,0,-0.2200724,0
19.08025,-1.053703,-10,-2.097317,0,-4.194635,0,-0.2198418,0
19.10025,-1.095649,-10,-2.097317,0,-4.194635,0,-0.2196116,0
19.12025,-1.137596,-10,-2.097317,0,-4.194635,0,-0.2193818,0
19.14025,-1.179542,-10,-2.097317,0,-4.194635,0,-0.2191526,0
19.16025,-1.221488,-10,-2.097317,0,-4.194635,0,-0.2189238,0
19.18025,-1.263435,-10,-2.097317,0,-4.194635,0,-0.2186956,0
19.20025,-1.305381,-10,-2.097317,0,-4.194635,0,-0.2184677,0
19.22025,-1.347327,-10,-2.097317,0,-4.194635,0,-0.2182404,0
19.24025,-1.389273,-10,-2.097317,0,-4.194635,0,-0.2180135,0
19.26025,-1.43122,-10,-2.097317,0,-4.194635,0,-0.2177871,0
19.28025,-1.473166,-10,-2.097317,0,-4.194635,0,-0.2175612,0
19.30025,-1.515112,-10,-2.097317,0,-4.194635,0,-0.2173358,0
19.32025,-1.557059,-10,-2.097317,0,-4.194635,0,-0.2171108,0
19.34025,-1.599005,-10,-2.097317,0,-4.194635,0,-0.2168863,0
19.36025,-1.640951,-10,-2.097317,0,-4.194635,0,-0.2166622,0
19.38025,-1.682897,-10,-2.097317,0,-4.194635,0,-0.2164386,0
19.40025,-1.724844,-10,-2.097317,0,-4.194635,0,-0.2162155,0
19.42025,-1.76679,-10,-2.097317,0,-4.194635,0,-0.2159928,0
19.44025,-1.808736,-10,-2.097317,0,-4.194635,0,-0.2157706,0
19.46025,-1.850683,-10,-2.097317,0,-4.194635,0,-0.2155488,0
19.48026,-1.892629,-10,-2.097317,0,-4.194635,0,-0.2153275,0
19.50026,-1.934575,-10,-2.097317,0,-4.194635,0,-0.2151067,0
19.52026,-1.976521,-10,-2.097317,0,-4.194635,0,-0.2148863,0
19.54026,-2.018468,-10,-2.097317,0,-4.194635,0,-0.2146663,0
19.56026,-2.060414,-10,-2.097317,0,-4.194635,0,-0.2144468,0
19.58026,-2.102361,-10,-2.097317,0,-4.194635,0,-0.2142278,0
19.60026,-2.144307,-10,-2.097317,0,-4.194635,0,-0.2140092,0
19.62026,-2.186254,-10,-2.097317,0,-4.194635,0,-0.213791,0
19.64026,-2.2282,-10,-2.097317,0,-4.194635,0,-0.2135733,0
19.66026,-2.270146,-10,-2.097317,0,-4.194635,0,-0.213356,0
19.68026,-2.312093,-10,-2.097317,0,-4.194635,0,-0.2131392,0
19.70026,-2.354039,-10,-2.097317,0,-4.194635,0,-0.2129228,0
19.72026,-2.395986,-10,-2.097317,0,-4.194635,0,-0.2127069,0
19.74026,-2.437932,-10,-2.097317,0,-4.194635,0,-0.2124914,0
19.76026,-2.479878,-10,-2.097317,0,-4.194635,0,-0.2122763,0
19.78026,-2.521825,-10,-2.097317,0,-4.194635,0,-0.2120616,0
19.80026,-2.563771,-10,-2.097317,0,-4.194635,0,-0.2118474,0
19.82026,-2.605718,-10,-2.097317,0,-4.194635,0,-0.2116337,0
19.84026,-2.647664,-10,-2.097317,0,-4.194635,0,-0.2114203,0
19.86026,-2.68961,-10,-2.097317,0,-4.194635,0,-0.2112074,0
19.88026,-2.731557,-10,-2.097317,0,-4.194635,0,-0.2109949,0
19.90026,-2.773503,-10,-2.097317,0,-4.194635,0,-0.2107829,0
19.92027,-2.81545,-10,-2.097317,0,-4.194635,0,-0.2105712,0
19.94027,-2.857396,-10,-2.097317,0,-4.194635,0,-0.21036,0
19.96027,-2.899343,-10,-2.097317,0,-4.194635,0,-0.2101492,0
19.98027,-2.941289,-10,-2.097317,0,-4.194635,0,-0.2099389,0
20.00027,-2.983235,-10,-2.097317,0,-4.194635,0,-0.2097289,0
20.02027,-3.025182,-10,-2.097317,0,-4.194635,0,-0.2095194,0
20.04027,-3.067128,-10,-2.097317,0,-4.194635,0,-0.2093103,0
20.06027,-3.109075,-10,-2.097317,0,-4.194635,0,-0.2091016,0
20.08027,-3.151021,-10,-2.097317,0,-4.194635,0,-0.2088934,0
20.10027,-3.192967,-10,-2.097317,0,-4.194635,0,-0.2086855,0
20.12027,-3.234914,-10,-2.097317,0,-4.194635,0,-0.2084781,0
20.14027,-3.27686,-10,-2.097317,0,-4.194635,0,-0.208271,0
20.16027,-3.318807,-10,-2.097317,0,-4.194635,0,-0.2080644,0
20.18027,-3.360753,-10,-2.097317,0,-4.194635,0,-0.2078582,0
20.20027,-3.402699,-10,-2.097317,0,-4.194635,0,-0.2076524,0
20.22027,-3.444646,-10,-2.097317,0,-4.194635,0,-0.207447,0
20.24027,-3.486592,-10,-2.097317,0,-4.194635,0,-0.207242,0
20.26027,-3.528539,-10,-2.097317,0,-4.194635,0,-0.2070374,0
20.28027,-3.570485,-10,-2.097317,0,-4.194635,0,-0.2068333,0
20.30027,-3.612432,-10,-2.097317,0,-4.194635,0,-0.2066295,0
20.32027,-3.654378,-10,-2.097317,0,-4.194635,0,-0.2064261,0
20.34027,-3.696324,-10,-2.097317,0,-4.194635,0,-0.2062231,0
20.36028,-3.738271,-10,-2.097317,0,-4.194635,0,-0.2060205,0
20.38028,-3.780217,-10,-2.097317,0,-4.194635,0,-0.2058184,0
20.40028,-3.822164,-10,-2.097317,0,-4.194635,0,-0.2056166,0
20.42028,-3.86411,-10,-2.097317,0,-4.194635,0,-0.2054152,0
20.44028,-3.906056,-10,-2.097317,0,-4.194635,0,-0.2052142,0
20.46028,-3.948003,-10,-2.097317,0,-4.194635,0,-0.2050136,0
20.48028,-3.989949,-10,-2.097317,0,-4.194635,0,-0.2048134,0
20.50028,-4.031896,-10,-2.097317,0,-4.194635,0,-0.2046136,0
20.52028,-4.073842,-10,-2.097317,0,-4.194635,0,-0.2044141,0
20.54028,-4.115788,-10,-2.097317,0,-4.194635,0,-0.2042151,0
20.56028,-4.157735,-10,-2.097317,0,-4.194635,0,-0.2040164,0
20.58028,-4.199681,-10,-2.097317,0,-4.194635,0,-0.2038182,0
20.60028,-4.241628,-10,-2.097317,0,-4.194635,0,-0.2036203,0
20.62028,-4.283574,-10,-2.097317,0,-4.194635,0,-0.2034228,0
20.64028,-4.325521,-10,-2.097317,0,-4.194635,0,-0.2032257,0
20.66028,-4.367467,-10,-2.097317,0,-4.194635,0,-0.2030289,0
20.68028,-4.409413,-10,-2.097317,0,-4.194635,0,-0.2028326,0
20.70028,-4.45136,-10,-2.097317,0,-4.194635,0,-0.2026366,0
20.72028,-4.493306,-10,-2.097317,0,-4.194635,0,-0.202441,0
20.74028,-4.535253,-10,-2.097317,0,-4.194635,0,-0.2022458,0
20.76028,-4.577199,-10,-2.097317,0,-4.194635,0,-0.2020509,0
20.78028,-4.619145,-10,-2.097317,0,-4.194635,0,-0.2018565,0
20.80029,-4.661092,-10,-2.097317,0,-4.194635,0,-0.2016624,0
20.82029,-4.703038,-10,-2.097317,0,-4.194635,0,-0.2014686,0
20.84029,-4.744985,-10,-2.097317,0,-4.194635,0,-0.2012753,0
20.86029,-4.786931,-10,-2.097317,0,-4.194635,0,-0.2010823,0
20.88029,-4.828877,-10,-2.097317,0,-4.194635,0,-0.2008897,0
20.90029,-4.870824,-10,-2.097317,0,-4.194635,0,-0.2006975,0
20.92029,-4.91277,-10,-2.097317,0,-4.194635,0,-0.2005056,0
20.94029,-4.954717,-10,-2.097317,0,-4.194635,0,-0.2003141,0
20.96029,-4.996663,-10,-2.097317,0,-4.194635,0,-0.200123,0
20.98029,-5.03861,-10,-2.097317,0,-4.194635,0,-0.1999322,0
21.00029,-5.080556,-10,-2.097317,0,-4.194635,0,-0.1997418,0
21.02029,-5.122502,-10,-2.097317,0,-4.194635,0,-0.1995517,0
21.04029,-5.164449,-10,-2.097317,0,-4.194635,0,-0.199362,0
21.06029,-5.206395,-10,-2.097317,0,-4.194635,0,-0.1991727,0
21.08029,-5.248342,-10,-2.097317,0,-4.194635,0,-0.1989837,0
21.10029,-5.290288,-10,-2.097317,0,-4.194635,0,-0.1987951,0
21.12029,-5.332234,-10,-2.097317,0,-4.194635,0,-0.1986068,0
21.14029,-5.374181,-10,-2.097317,0,-4.194635,0,-0.198419,0
21.16029,-5.416127,-10,-2.097317,0,-4.194635,0,-0.1982314,0
21.18029,-5.458074,-10,-2.097317,0,-4.194635,0,-0.1980442,0
21.20029,-5.50002,-10,-2.097317,0,-4.194635,0,-0.1978574,0
21.22029,-5.541966,-10,-2.097317,0,-4.194635,0,-0.1976709,0
21.2403,-5.583913,-10,-2.097317,0,-4.194635,0,-0.1974848,0
21.2603,-5.625859,-10,-2.097317,0,-4.194635,0,-0.197299,0
21.2803,-5.667806,-10,-2.097317,0,-4.194635,0,-0.1971136,0
21.3003,-5.709752,-10,-2.097317,0,-4.194635,0,-0.1969285,0
21.3203,-5.751698,-10,-2.097317,0,-4.194635,0,-0.1967437,0
21.3403,-5.793645,-10,-2.097317,0,-4.194635,0,-0.1965593,0
21.3603,-5.835591,-10,-2.097317,0,-4.194635,0,-0.1963753,0
21.3803,-5.877538,-10,-2.097317,0,-4.194635,0,-0.1961916,0
21.4003,-5.919484,-10,-2.097317,0,-4.194635,0,-0.1960082,0
21.4203,-5.961431,-10,-2.097317,0,-4.194635,0,-0.1958252,0
21.4403,-6.003377,-10,-2.097317,0,-4.194635,0,-0.1956425,0
21.4603,-6.045323,-10,-2.097317,0,-4.194635,0,-0.1954602,0
21.4803,-6.08727,-10,-2.097317,0,-4.194635,0,-0.1952782,0
21.5003,-6.129216,-10,-2.097317,0,-4.194635,0,-0.1950966,0
21.5203,-6.171163,-10,-2.097317,0,-4.194635,0,-0.1949152,0
21.5403,-6.213109,-10,-2.097317,0,-4.194635,0,-0.1947343,0
21.5603,-6.255055,-10,-2.097317,0,-4.194635,0,-0.1945536,0
21.5803,-6.297002,-10,-2.097317,0,-4.194635,0,-0.1943733,0
21.6003,-6.338948,-10,-2.097317,0,-4.194635,0,-0.1941933,0
21.6203,-6.380895,-10,-2.097317,0,-4.194635,0,-0.1940137,0
21.6403,-6.422841,-10,-2.097317,0,-4.194635,0,-0.1938344,0
21.66031,-6.464787,-10,-2.097317,0,-4.194635,0,-0.1936554,0
21.68031,-6.506734,-10,-2.097317,0,-4.194635,0,-0.1934768,0
21.70031,-6.54868,-10,-2.097317,0,-4.194635,0,-0.1932984,0
21.72031,-6.590627,-10,-2.097317,0,-4.194635,0,-0.1931204,0
21.74031,-6.632573,-10,-2.097317,0,-4.194635,0,-0.1929428,0
21.76031,-6.67452,-10,-2.097317,0,-4.194635,0,-0.1927654,0
21.78031,-6.716466,-10,-2.097317,0,-4.194635,0,-0.1925884,0
21.80031,-6.758412,-10,-2.097317,0,-4.194635,0,-0.1924117,0
21.82031,-6.800359,-10,-2.097317,0,-4.194635,0,-0.1922354,0
21.84031,-6.842305,-10,-2.097317,0,-4.194635,0,-0.1920593,0
21.86031,-6.884252,-10,-2.097317,0,-4.194635,0,-0.1918836,0
21.88031,-6.926198,-10,-2.097317,0,-4.194635,0,-0.1917082,0
21.90031,-6.968144,-10,-2.097317,0,-4.194635,0,-0.1915331,0
21.92031,-7.010091,-10,-2.097317,0,-4.194635,0,-0.1913584,0
21.94031,-7.052037,-10,-2.097317,0,-4.194635,0,-0.1911839,0
21.96031,-7.093984,-10,-2.097317,0,-4.194635,0,-0.1910098,0
21.98031,-7.13593,-10,-2.097317,0,-4.194635,0,-0.190836,0
22.00031,-7.177876,-10,-2.097317,0,-4.194635,0,-0.1906625,0
22.02031,-7.219823,-10,-2.097317,0,-4.194635,0,-0.1904893,0
22.04031,-7.261769,-10,-2.097317,0,-4.194635,0,-0.1903165,0
22.06031,-7.303716,-10,-2.097317,0,-4.194635,0,-0.1901439,0
22.08031,-7.345662,-10,-2.097317,0,-4.194635,0,-0.1899717,0
22.10032,-7.387609,-10,-2.097317,0,-4.194635,0,-0.1897998,0
22.12032,-7.429555,-10,-2.097317,0,-4.194635,0,-0.1896282,0
22.14032,-7.471501,-10,-2.097317,0,-4.194635,0,-0.1894569,0
22.16032,-7.513448,-10,-2.097317,0,-4.194635,0,-0.1892859,0
22.18032,-7.555394,-10,-2.097317,0,-4.194635,0,-0.1891152,0
22.20032,-7.597341,-10,-2.097317,0,-4.194635,0,-0.1889448,0
22.22032,-7.639287,-10,-2.097317,0,-4.194635,0,-0.1887747,0
22.24032,-7.681233,-10,-2.097317,0,-4.194635,0,-0.188605,0
22.26032,-7.72318,-10,-2.097317,0,-4.194635,0,-0.1884355,0
22.28032,-7.765126,-10,-2.097317,0,-4.194635,0,-0.1882664,0
22.30032,-7.807073,-10,-2.097317,0,-4.194635,0,-0.1880975,0
22.32032,-7.849019,-10,-2.097317,0,-4.194635,0,-0.187929,0
22.34032,-7.890965,-10,-2.097317,0,-4.194635,0,-0.1877607,0
22.36032,-7.932912,-10,-2.097317,0,-4.194635,0,-0.1875928,0
22.38032,-7.974858,-10,-2.097317,0,-4.194635,0,-0.1874251,0
22.40032,-8.016805,-10,-2.097317,0,-4.194635,0,-0.1872578,0
22.42032,-8.058751,-10,-2.097317,0,-4.194635,0,-0.1870908,0
22.44032,-8.100698,-10,-2.097317,0,-4.194635,0,-0.186924,0
22.46032,-8.142644,-10,-2.097317,0,-4.194635,0,-0.1867575,0
22.48032,-8.18459,-10,-2.097317,0,-4.194635,0,-0.1865914,0
22.50032,-8.226537,-10,-2.097317,0,-4.194635,0,-0.1864255,0
22.52032,-8.268483,-10,-2.097317,0,-4.194635,0,-0.18626,0
22.54033,-8.31043,-10,-2.097317,0,-4.194635,0,-0.1860947,0
22.56033,-8.352376,-10,-2.097317,0,-4.194635,0,-0.1859297,0
22.58033,-8.394322,-10,-2.097317,0,-4.194635,0,-0.185765,0
22.60033,-8.436269,-10,-2.097317,0,-4.194635,0,-0.1856006,0
22.62033,-8.478215,-10,-2.097317,0,-4.194635,0,-0.1854365,0
22.64033,-8.520162,-10,-2.097317,0,-4.194635,0,-0.1852727,0
22.66033,-8.533071,-10.02904,-1.048659,-1.048659,-2.097317,-2.097317,-0.09255459,-0.09255459
22.68033,-8.55243,-10.05162,-1.048659,-1.048659,-2.097317,-2.097317,-0.09247298,-0.09247298
22.70033,-8.573081,-10.07292,-1.048659,-1.048659,-2.097317,-2.097317,-0.0923915,-0.0923915
