t,x(t),v(t),p(t),F(t)
20.76028,-4.613249,-2.13,-4.259999,-0.2051995
20.78028,-4.655849,-2.13,-4.259999,-0.205002
20.80029,-4.69845,-2.13,-4.259999,-0.2048049
20.82029,-4.74105,-2.13,-4.259999,-0.2046081
20.84029,-4.78365,-2.13,-4.259999,-0.2044117
20.86029,-4.82625,-2.13,-4.259999,-0.2042158
20.88029,-4.86885,-2.13,-4.259999,-0.2040201
20.90029,-4.91145,-2.13,-4.259999,-0.2038249
20.92029,-4.954051,-2.13,-4.259999,-0.20363
20.94029,-4.996651,-2.13,-4.259999,-0.2034356
20.96029,-5.039251,-2.13,-4.259999,-0.2032414
20.98029,-5.081851,-2.13,-4.259999,-0.2030477
21.00029,-5.124451,-2.13,-4.259999,-0.2028543
21.02029,-5.167051,-2.13,-4.259999,-0.2026613
21.04029,-5.209651,-2.13,-4.259999,-0.2024686
21.06029,-5.252252,-2.13,-4.259999,-0.2022764
21.08029,-5.294852,-2.13,-4.259999,-0.2020845
21.10029,-5.337452,-2.13,-4.259999,-0.2018929
21.12029,-5.380052,-2.13,-4.259999,-0.2017017
21.14029,-5.422652,-2.13,-4.259999,-0.2015109
21.16029,-5.465252,-2.13,-4.259999,-0.2013204
21.18029,-5.507853,-2.13,-4.259999,-0.2011303
21.20029,-5.550453,-2.13,-4.259999,-0.2009406
21.22029,-5.593053,-2.13,-4.259999,-0.2007512
21.2403,-5.635653,-2.13,-4.259999,-0.2005621
21.2603,-5.678253,-2.13,-4.259999,-0.2003735
21.2803,-5.720853,-2.13,-4.259999,-0.2001851
21.3003,-5.763453,-2.13,-4.259999,-0.1999972
21.3203,-5.806054,-2.13,-4.259999,-0.1998096
21.3403,-5.848654,-2.13,-4.259999,-0.1996223
21.3603,-5.891254,-2.13,-4.259999,-0.1994354
21.3803,-5.933854,-2.13,-4.259999,-0.1992488
21.4003,-5.976454,-2.13,-4.259999,-0.1990626
21.4203,-6.019054,-2.13,-4.259999,-0.1988767
21.4403,-6.061655,-2.13,-4.259999,-0.1986912
21.4603,-6.104255,-2.13,-4.259999,-0.198506
21.4803,-6.146855,-2.13,-4.259999,-0.1983212
21.5003,-6.189455,-2.13,-4.259999,-0.1981367
21.5203,-6.232055,-2.13,-4.259999,-0.1979526
21.5403,-6.274655,-2.13,-4.259999,-0.1977688
21.5603,-6.317255,-2.13,-4.259999,-0.1975853
21.5803,-6.359856,-2.13,-4.259999,-0.1974022
21.6003,-6.402456,-2.13,-4.259999,-0.1972194
21.6203,-6.445056,-2.13,-4.259999,-0.197037
21.6403,-6.487656,-2.13,-4.259999,-0.1968549
21.66031,-6.530256,-2.13,-4.259999,-0.1966731
21.68031,-6.572856,-2.13,-4.259999,-0.1964917
21.70031,-6.615457,-2.13,-4.259999,-0.1963106
21.72031,-6.658057,-2.13,-4.259999,-0.1961298
21.74031,-6.700657,-2.13,-4.259999,-0.1959494
21.76031,-6.743257,-2.13,-4.259999,-0.1957693
21.78031,-6.785857,-2.13,-4.259999,-0.1955895
21.80031,-6.828457,-2.13,-4.259999,-0.19541
21.82031,-6.871058,-2.13,-4.259999,-0.1952309
21.84031,-6.913658,-2.13,-4.259999,-0.1950521
21.86031,-6.956258,-2.13,-4.259999,-0.1948737
21.88031,-6.998858,-2.13,-4.259999,-0.1946956
21.90031,-7.041458,-2.13,-4.259999,-0.1945178
21.92031,-7.084058,-2.13,-4.259999,-0.1943403
21.94031,-7.126658,-2.13,-4.259999,-0.1941631
21.96031,-7.169259,-2.13,-4.259999,-0.1939863
21.98031,-7.211859,-2.13,-4.259999,-0.1938098
22.00031,-7.254459,-2.13,-4.259999,-0.1936336
22.02031,-7.297059,-2.13,-4.259999,-0.1934577
22.04031,-7.339659,-2.13,-4.259999,-0.1932822
22.06031,-7.382259,-2.13,-4.259999,-0.1931069
22.08031,-7.42486,-2.13,-4.259999,-0.192932
22.10032,-7.46746,-2.13,-4.259999,-0.1927574
22.12032,-7.51006,-2.13,-4.259999,-0.1925831
22.14032,-7.55266,-2.13,-4.259999,-0.1924091
22.16032,-7.59526,-2.13,-4.259999,-0.1922355
22.18032,-7.63786,-2.13,-4.259999,-0.1920621
22.20032,-7.68046,-2.13,-4.259999,-0.1918891
22.22032,-7.723061,-2.13,-4.259999,-0.1917164
22.24032,-7.765661,-2.13,-4.259999,-0.191544
22.26032,-7.808261,-2.13,-4.259999,-0.1913719
22.28032,-7.850861,-2.13,-4.259999,-0.1912001
22.30032,-7.893461,-2.13,-4.259999,-0.1910286
22.32032,-7.936061,-2.13,-4.259999,-0.1908574
22.34032,-7.978662,-2.13,-4.259999,-0.1906866
22.36032,-8.021261,-2.13,-4.259999,-0.190516
22.38032,-8.063861,-2.13,-4.259999,-0.1903458
22.40032,-8.106461,-2.13,-4.259999,-0.1901758
22.42032,-8.14906,-2.13,-4.259999,-0.1900062
22.44032,-8.19166,-2.13,-4.259999,-0.1898368
22.46032,-8.23426,-2.13,-4.259999,-0.1896678
22.48032,-8.276859,-2.13,-4.259999,-0.189499
22.50032,-8.319459,-2.13,-4.259999,-0.1893306
22.52032,-8.362059,-2.13,-4.259999,-0.1891624
22.54033,-8.404658,-2.13,-4.259999,-0.1889946
22.56033,-8.447258,-2.13,-4.259999,-0.188827
22.58033,-8.489858,-2.13,-4.259999,-0.1886598
22.60033,-8.515215,-1.267846,-2.535693,-0.1121972
22.62033,-8.536515,-1.065,-2.13,-0.09416308
22.64033,-8.557816,-1.065,-2.13,-0.0940799
22.66033,-8.579116,-1.065,-2.13,-0.09399686
22.68033,-8.600416,-1.065,-2.13,-0.09391396
22.70033,-8.621716,-1.065,-2.13,-0.09383123
22.72033,-8.643017,-1.065,-2.13,-0.09374862
22.74033,-8.664317,-1.065,-2.13,-0.09366617
22.76033,-8.685617,-1.065,-2.13,-0.09358387
22.78033,-8.706918,-1.065,-2.13,-0.0935017
22.80033,-8.728218,-1.065,-2.13,-0.09341968
22.82033,-8.749518,-1.065,-2.13,-0.0933378
22.84033,-8.770819,-1.065,-2.13,-0.09325607
22.86033,-8.792119,-1.065,-2.13,-0.09317448
22.88033,-8.813419,-1.065,-2.13,-0.09309304
22.90033,-8.83472,-1.065,-2.13,-0.09301173
22.92033,-8.85602,-1.065,-2.13,-0.09293057
22.94033,-8.87732,-1.065,-2.13,-0.09284955
22.96033,-8.898621,-1.065,-2.13,-0.09276867
22.98034,-8.919921,-1.065,-2.13,-0.09268793
23.00034,-8.941221,-1.065,-2.13,-0.09260733
23.02034,-8.962522,-1.065,-2.13,-0.09252687
23.04034,-8.983822,-1.065,-2.13,-0.09244655
23.06034,-9.005122,-1.065,-2.13,-0.09236637
23.08034,-9.026423,-1.065,-2.13,-0.09228633
23.10034,-9.047723,-1.065,-2.13,-0.09220643
23.12034,-9.069023,-1.065,-2.13,-0.09212666
23.14034,-9.090323,-1.065,-2.13,-0.09204704
23.16034,-9.111624,-1.065,-2.13,-0.09196755
23.18034,-9.132924,-1.065,-2.13,-0.0918882
23.20034,-9.154224,-1.065,-2.13,-0.09180898
23.22034,-9.175525,-1.065,-2.13,-0.0917299
23.24034,-9.196825,-1.065,-2.13,-0.09165096
23.26034,-9.218125,-1.065,-2.13,-0.09157216
23.28034,-9.239426,-1.065,-2.13,-0.09149349
23.30034,-9.260726,-1.065,-2.13,-0.09141495
23.32034,-9.282026,-1.065,-2.13,-0.09133655
23.34034,-9.303327,-1.065,-2.13,-0.09125828
23.36034,-9.324627,-1.065,-2.13,-0.09118015
23.38034,-9.345927,-1.065,-2.13,-0.09110215
23.40034,-9.367228,-1.065,-2.13,-0.09102429
23.42035,-9.388528,-1.065,-2.13,-0.09094655
23.44035,-9.409828,-1.065,-2.13,-0.09086895
23.46035,-9.431129,-1.065,-2.13,-0.09079149
23.48035,-9.452429,-1.065,-2.13,-0.09071415
23.50035,-9.473729,-1.065,-2.13,-0.09063695
23.52035,-9.495029,-1.065,-2.13,-0.09055987
23.54035,-9.51633,-1.065,-2.13,-0.09048293
23.56035,-9.53763,-1.065,-2.13,-0.09040612
23.58035,-9.55893,-1.065,-2.13,-0.09032944
23.60035,-9.580231,-1.065,-2.13,-0.09025288
23.62035,-9.601531,-1.065,-2.13,-0.09017646
23.64035,-9.622831,-1.065,-2.13,-0.09010017
23.66035,-9.644132,-1.065,-2.13,-0.09002401
23.68035,-9.665432,-1.065,-2.13,-0.08994798
23.70035,-9.686732,-1.065,-2.13,-0.08987207
23.72035,-9.708033,-1.065,-2.13,-0.08979629
23.74035,-9.729333,-1.065,-2.13,-0.08972064
23.76035,-9.750633,-1.065,-2.13,-0.08964512
23.78035,-9.771934,-1.065,-2.13,-0.08956972
23.80035,-9.793234,-1.065,-2.13,-0.08949445
23.82035,-9.814534,-1.065,-2.13,-0.08941931
23.84035,-9.835835,-1.065,-2.13,-0.08934429
23.86036,-9.857135,-1.065,-2.13,-0.0892694
23.88036,-9.878435,-1.065,-2.13,-0.08919463
23.90036,-9.899735,-1.065,-2.13,-0.08911999
23.92036,-9.921036,-1.065,-2.13,-0.08904548
23.94036,-9.942336,-1.065,-2.13,-0.08897109
23.96036,-9.963636,-1.065,-2.13,-0.08889682
23.98036,-9.984937,-1.065,-2.13,-0.08882268
24.00036,-10.00624,-1.065,-2.13,-0.08874866
24.02036,-10.02754,-1.065,-2.13,-0.08867476
24.04036,-10.04884,-1.065,-2.13,-0.08860099
24.06036,-10.07014,-1.065,-2.13,-0.08852734
24.08036,-10.09144,-1.065,-2.13,-0.08845381
24.10036,-10.11274,-1.065,-2.13,-0.0883804
24.12036,-10.13404,-1.065,-2.13,-0.08830712
24.14036,-10.15534,-1.065,-2.13,-0.08823396
24.16036,-10.17664,-1.065,-2.13,-0.08816092
24.18036,-10.19794,-1.065,-2.13,-0.08808799
24.20036,-10.21924,-1.065,-2.13,-0.08801519
24.22036,-10.24054,-1.065,-2.13,-0.08794251
24.24036,-10.26184,-1.065,-2.13,-0.08786995
24.26036,-10.28314,-1.065,-2.13,-0.08779752
24.28036,-10.30444,-1.065,-2.13,-0.08772519
24.30037,-10.32574,-1.065,-2.13,-0.08765299
24.32037,-10.34704,-1.065,-2.13,-0.0875809
24.34037,-10.36834,-1.065,-2.13,-0.08750894
24.36037,-10.38964,-1.065,-2.13,-0.08743709
24.38037,-10.41094,-1.065,-2.13,-0.08736537
24.40037,-10.43224,-1.065,-2.13,-0.08729375
24.42037,-10.45354,-1.065,-2.13,-0.08722226
24.44037,-10.47484,-1.065,-2.13,-0.08715088
24.46037,-10.49614,-1.065,-2.13,-0.08707962
24.48037,-10.51744,-1.065,-2.13,-0.08700848
24.50037,-10.53874,-1.065,-2.13,-0.08693745
24.52037,-10.56005,-1.065,-2.13,-0.08686654
24.54037,-10.58135,-1.065,-2.13,-0.08679574
24.56037,-10.60265,-1.065,-2.13,-0.08672506
24.58037,-10.62395,-1.065,-2.13,-0.08665449
24.60037,-10.64525,-1.065,-2.13,-0.08658404
24.62037,-10.66655,-1.065,-2.13,-0.08651371
24.64037,-10.68785,-1.065,-2.13,-0.08644348
24.66037,-10.70915,-1.065,-2.13,-0.08637337
24.68037,-10.73045,-1.065,-2.13,-0.08630338
24.70037,-10.75175,-1.065,-2.13,-0.0862335
24.72038,-10.77305,-1.065,-2.13,-0.08616373
24.74038,-10.79435,-1.065,-2.13,-0.08609407
24.76038,-10.81565,-1.065,-2.13,-0.08602453
24.78038,-10.83695,-1.065,-2.13,-0.0859551
24.80038,-10.85825,-1.065,-2.13,-0.08588578
24.82038,-10.87955,-1.065,-2.13,-0.08581657
24.84038,-10.90085,-1.065,-2.13,-0.08574747
24.86038,-10.92215,-1.065,-2.13,-0.08567849
24.88038,-10.94345,-1.065,-2.13,-0.08560961
24.90038,-10.96475,-1.065,-2.13,-0.08554085
24.92038,-10.98605,-1.065,-2.13,-0.0854722
24.94038,-11.00735,-1.065,-2.13,-0.08540366
24.96038,-11.02865,-1.065,-2.13,-0.08533522
24.98038,-11.04995,-1.065,-2.13,-0.0852669
25.00038,-11.07125,-1.065,-2.13,-0.08519869
25.02038,-11.09255,-1.065,-2.13,-0.08513058
25.04038,-11.11385,-1.065,-2.13,-0.08506259
25.06038,-11.13515,-1.065,-2.13,-0.0849947
25.08038,-11.15645,-1.065,-2.13,-0.08492692
25.10038,-11.17775,-1.065,-2.13,-0.08485924
25.12038,-11.19905,-1.065,-2.13,-0.08479168
25.14038,-11.22036,-1.065,-2.13,-0.08472423
25.16039,-11.24166,-1.065,-2.13,-0.08465688
25.18039,-11.26296,-1.065,-2.13,-0.08458964
25.20039,-11.28426,-1.065,-2.13,-0.0845225
25.22039,-11.30556,-1.065,-2.13,-0.08445548
25.24039,-11.32686,-1.065,-2.13,-0.08438855
25.26039,-11.34816,-1.065,-2.13,-0.08432173
25.28039,-11.36946,-1.065,-2.13,-0.08425502
25.30039,-11.39076,-1.065,-2.13,-0.08418842
25.32039,-11.41206,-1.065,-2.13,-0.08412192
25.34039,-11.43336,-1.065,-2.13,-0.08405552
25.36039,-11.45466,-1.065,-2.13,-0.08398923
25.38039,-11.47596,-1.065,-2.13,-0.08392304
25.40039,-11.49726,-1.065,-2.13,-0.08385696
25.42039,-11.51856,-1.065,-2.13,-0.08379099
25.44039,-11.53986,-1.065,-2.13,-0.08372511
25.46039,-11.56116,-1.065,-2.13,-0.08365934
25.48039,-11.58246,-1.065,-2.13,-0.08359367
25.50039,-11.60376,-1.065,-2.13,-0.08352811
25.52039,-11.62506,-1.065,-2.13,-0.08346265
25.54039,-11.64636,-1.065,-2.13,-0.08339729
25.56039,-11.66766,-1.065,-2.13,-0.08333203
25.58039,-11.68896,-1.065,-2.13,-0.08326688
25.6004,-11.71026,-1.065,-2.13,-0.08320183
25.6204,-11.73156,-1.065,-2.13,-0.08313688
25.6404,-11.75286,-1.065,-2.13,-0.08307203
25.6604,-11.77416,-1.065,-2.13,-0.08300728
25.6804,-11.79546,-1.065,-2.13,-0.08294263
25.7004,-11.81676,-1.065,-2.13,-0.08287808
25.7204,-11.83806,-1.065,-2.13,-0.08281364
25.7404,-11.85936,-1.065,-2.13,-0.08274928
25.7604,-11.88066,-1.065,-2.13,-0.08268504
25.7804,-11.90197,-1.065,-2.13,-0.0826209
25.8004,-11.92327,-1.065,-2.13,-0.08255684
25.8204,-11.94457,-1.065,-2.13,-0.0824929
25.8404,-11.96587,-1.065,-2.13,-0.08242905
25.8604,-11.98717,-1.065,-2.13,-0.0823653
25.8804,-12.00847,-1.065,-2.13,-0.08230165
25.9004,-12.02977,-1.065,-2.13,-0.08223809
25.9204,-12.05107,-1.065,-2.13,-0.08217464
25.9404,-12.07237,-1.065,-2.13,-0.08211128
25.9604,-12.09367,-1.065,-2.13,-0.08204802
25.9804,-12.11497,-1.065,-2.13,-0.08198486
26.0004,-12.13627,-1.065,-2.13,-0.08192179
26.0204,-12.15757,-1.065,-2.13,-0.08185882
26.04041,-12.17887,-1.065,-2.13,-0.08179595
26.06041,-12.20017,-1.065,-2.13,-0.08173317
26.08041,-12.22147,-1.065,-2.13,-0.08167049
26.10041,-12.24277,-1.065,-2.13,-0.08160791
26.12041,-12.26407,-1.065,-2.13,-0.08154542
26.14041,-12.28537,-1.065,-2.13,-0.08148303
26.16041,-12.30667,-1.065,-2.13,-0.08142073
26.18041,-12.32797,-1.065,-2.13,-0.08135854
26.20041,-12.34927,-1.065,-2.13,-0.08129643
26.22041,-12.37057,-1.065,-2.13,-0.08123442
26.24041,-12.39187,-1.065,-2.13,-0.0811725
26.26041,-12.41317,-1.065,-2.13,-0.08111068
26.28041,-12.43447,-1.065,-2.13,-0.08104895
26.30041,-12.45577,-1.065,-2.13,-0.08098731
26.32041,-12.47707,-1.065,-2.13,-0.08092577
26.34041,-12.49837,-1.065,-2.13,-0.08086433
26.36041,-12.51967,-1.065,-2.13,-0.08080297
26.38041,-12.54097,-1.065,-2.13,-0.08074171
26.40041,-12.56227,-1.065,-2.13,-0.08068054
26.42041,-12.58358,-1.065,-2.13,-0.08061946
26.44041,-12.60488,-1.065,-2.13,-0.08055848
26.46041,-12.62618,-1.065,-2.13,-0.08049759
26.48042,-12.64748,-1.065,-2.13,-0.08043679
26.50042,-12.66878,-1.065,-2.13,-0.08037608
26.52042,-12.69008,-1.065,-2.13,-0.08031547
26.54042,-12.71138,-1.065,-2.13,-0.08025494
26.56042,-12.73268,-1.065,-2.13,-0.08019451
26.58042,-12.75398,-1.065,-2.13,-0.08013417
26.60042,-12.77528,-1.065,-2.13,-0.08007392
26.62042,-12.79658,-1.065,-2.13,-0.08001375
26.64042,-12.81788,-1.065,-2.13,-0.07995369
26.66042,-12.83918,-1.065,-2.13,-0.0798937
26.68042,-12.86048,-1.065,-2.13,-0.07983381
26.70042,-12.88178,-1.065,-2.13,-0.07977401
26.72042,-12.90308,-1.065,-2.13,-0.0797143
26.74042,-12.92438,-1.065,-2.13,-0.07965468
26.76042,-12.94568,-1.065,-2.13,-0.07959514
26.78042,-12.96698,-1.065,-2.13,-0.0795357
26.80042,-12.98828,-1.065,-2.13,-0.07947634
26.82042,-13.00958,-1.065,-2.13,-0.07941708
26.84042,-13.03088,-1.065,-2.13,-0.0793579
26.86042,-13.05218,-1.065,-2.13,-0.07929881
26.88042,-13.07348,-1.065,-2.13,-0.07923981
26.90042,-13.09478,-1.065,-2.13,-0.07918089
26.92043,-13.11608,-1.065,-2.13,-0.07912207
26.94043,-13.13738,-1.065,-2.13,-0.07906333
26.96043,-13.15868,-1.065,-2.13,-0.07900468
26.98043,-13.17998,-1.065,-2.13,-0.07894611
27.00043,-13.20128,-1.065,-2.13,-0.07888763
27.02043,-13.22258,-1.065,-2.13,-0.07882924
27.04043,-13.24389,-1.065,-2.13,-0.07877093
27.06043,-13.26519,-1.065,-2.13,-0.07871271
27.08043,-13.28649,-1.065,-2.13,-0.07865457
27.10043,-13.30779,-1.065,-2.13,-0.07859652
27.12043,-13.32909,-1.065,-2.13,-0.07853857
27.14043,-13.35039,-1.065,-2.13,-0.07848069
27.16043,-13.37169,-1.065,-2.13,-0.0784229
27.18043,-13.39299,-1.065,-2.13,-0.07836519
27.20043,-13.41429,-1.065,-2.13,-0.07830757
27.22043,-13.43559,-1.065,-2.13,-0.07825003
27.24043,-13.45689,-1.065,-2.13,-0.07819258
27.26043,-13.47819,-1.065,-2.13,-0.07813521
27.28043,-13.49949,-1.065,-2.13,-0.07807793
27.30043,-13.52079,-1.065,-2.13,-0.07802072
27.32043,-13.54209,-1.065,-2.13,-0.07796361
27.34044,-13.56339,-1.065,-2.13,-0.07790657
27.36044,-13.58469,-1.065,-2.13,-0.07784963
27.38044,-13.60599,-1.065,-2.13,-0.07779276
27.40044,-13.62729,-1.065,-2.13,-0.07773598
27.42044,-13.64859,-1.065,-2.13,-0.07767928
27.44044,-13.66989,-1.065,-2.13,-0.07762266
27.46044,-13.69119,-1.065,-2.13,-0.07756612
27.48044,-13.71249,-1.065,-2.13,-0.07750967
27.50044,-13.73379,-1.065,-2.13,-0.0774533
27.52044,-13.75509,-1.065,-2.13,-0.07739701
27.54044,-13.77639,-1.065,-2.13,-0.0773408
27.56044,-13.79769,-1.065,-2.13,-0.07728467
27.58044,-13.81899,-1.065,-2.13,-0.07722863
27.60044,-13.84029,-1.065,-2.13,-0.07717267
27.62044,-13.86159,-1.065,-2.13,-0.07711679
27.64044,-13.88289,-1.065,-2.13,-0.07706098
27.66044,-13.90419,-1.065,-2.13,-0.07700526
27.68044,-13.9255,-1.065,-2.13,-0.07694963
27.70044,-13.9468,-1.065,-2.13,-0.07689406
27.72044,-13.9681,-1.065,-2.13,-0.07683858
27.74044,-13.9894,-1.065,-2.13,-0.07678319
27.76044,-14.0107,-1.065,-2.13,-0.07672787
27.78045,-14.032,-1.065,-2.13,-0.07667262
27.80045,-14.0533,-1.065,-2.13,-0.07661746
27.82045,-14.0746,-1.065,-2.13,-0.07656238
27.84045,-14.0959,-1.065,-2.13,-0.07650738
27.86045,-14.1172,-1.065,-2.13,-0.07645246
27.88045,-14.1385,-1.065,-2.13,-0.07639761
27.90045,-14.1598,-1.065,-2.13,-0.07634285
27.92045,-14.1811,-1.065,-2.13,-0.07628816
27.94045,-14.2024,-1.065,-2.13,-0.07623355
27.96045,-14.2237,-1.065,-2.13,-0.07617902
27.98045,-14.245,-1.065,-2.13,-0.07612457
28.00045,-14.2663,-1.065,-2.13,-0.07607019
28.02045,-14.2876,-1.065,-2.13,-0.0760159
28.04045,-14.3089,-1.065,-2.13,-0.07596167
28.06045,-14.3302,-1.065,-2.13,-0.07590754
28.08045,-14.3515,-1.065,-2.13,-0.07585347
28.10045,-14.3728,-1.065,-2.13,-0.07579948
28.12045,-14.3941,-1.065,-2.13,-0.07574557
28.14045,-14.4154,-1.065,-2.13,-0.07569173
28.16045,-14.4367,-1.065,-2.13,-0.07563797
28.18045,-14.458,-1.065,-2.13,-0.07558429
28.20045,-14.4793,-1.065,-2.13,-0.07553069
28.22046,-14.5006,-1.065,-2.13,-0.07547715
28.24046,-14.5219,-1.065,-2.13,-0.0754237
28.26046,-14.5432,-1.065,-2.13,-0.07537032
28.28046,-14.5645,-1.065,-2.13,-0.07531702
28.30046,-14.5858,-1.065,-2.13,-0.07526379
28.32046,-14.6071,-1.065,-2.13,-0.07521064
28.34046,-14.6284,-1.065,-2.13,-0.07515756
28.36046,-14.6497,-1.065,-2.13,-0.07510456
28.38046,-14.671,-1.065,-2.13,-0.07505163
28.40046,-14.6923,-1.065,-2.13,-0.07499877
28.42046,-14.7136,-1.065,-2.13,-0.07494599
28.44046,-14.7349,-1.065,-2.13,-0.07489329
28.46046,-14.7562,-1.065,-2.13,-0.07484066
28.48046,-14.7775,-1.065,-2.13,-0.0747881
28.50046,-14.7988,-1.065,-2.13,-0.07473562
28.52046,-14.8201,-1.065,-2.13,-0.07468321
28.54046,-14.8414,-1.065,-2.13,-0.07463087
28.56046,-14.8627,-1.065,-2.13,-0.07457861
28.58046,-14.884,-1.065,-2.13,-0.07452642
28.60046,-14.9053,-1.065,-2.13,-0.0744743
28.62046,-14.9266,-1.065,-2.13,-0.07442226
28.64046,-14.9479,-1.065,-2.13,-0.07437029
28.66047,-14.9692,-1.065,-2.13,-0.07431839
28.68047,-14.9905,-1.065,-2.13,-0.07426656
28.70047,-15.0118,-1.065,-2.13,-0.07421481
28.72047,-15.0331,-1.065,-2.13,-0.07416313
28.74047,-15.0544,-1.065,-2.13,-0.07411152
28.76047,-15.0757,-1.065,-2.13,-0.07405998
28.78047,-15.097,-1.065,-2.13,-0.07400851
28.80047,-15.1183,-1.065,-2.13,-0.07395712
28.82047,-15.1396,-1.065,-2.13,-0.0739058
28.84047,-15.1609,-1.065,-2.13,-0.07385454
28.86047,-15.1822,-1.065,-2.13,-0.07380336
28.88047,-15.2035,-1.065,-2.13,-0.07375225
28.90047,-15.2248,-1.065,-2.13,-0.07370121
28.92047,-15.2461,-1.065,-2.13,-0.07365024
28.94047,-15.2674,-1.065,-2.13,-0.07359934
28.96047,-15.2887,-1.065,-2.13,-0.07354851
28.98047,-15.31,-1.065,-2.13,-0.07349776
29.00047,-15.3313,-1.065,-2.13,-0.07344706
29.02047,-15.3526,-1.065,-2.13,-0.07339644
29.04047,-15.3739,-1.065,-2.13,-0.0733459
29.06047,-15.3952,-1.065,-2.13,-0.07329542
29.08047,-15.4165,-1.065,-2.13,-0.07324501
29.10048,-15.4378,-1.065,-2.13,-0.07319467
29.12048,-15.4591,-1.065,-2.13,-0.0731444
29.14048,-15.4804,-1.065,-2.13,-0.0730942
29.16048,-15.5017,-1.065,-2.13,-0.07304406
29.18048,-15.523,-1.065,-2.13,-0.07299399
29.20048,-15.5443,-1.065,-2.13,-0.072944
29.22048,-15.5656,-1.065,-2.13,-0.07289407
29.24048,-15.5869,-1.065,-2.13,-0.07284421
29.26048,-15.6082,-1.065,-2.13,-0.07279442
29.28048,-15.6295,-1.065,-2.13,-0.0727447
29.30048,-15.6508,-1.065,-2.13,-0.07269504
29.32048,-15.6721,-1.065,-2.13,-0.07264546
29.34048,-15.6934,-1.065,-2.13,-0.07259593
29.36048,-15.7147,-1.065,-2.13,-0.07254648
29.38048,-15.736,-1.065,-2.13,-0.0724971
29.40048,-15.7573,-1.065,-2.13,-0.07244778
29.42048,-15.7786,-1.065,-2.13,-0.07239853
29.44048,-15.7999,-1.065,-2.13,-0.07234935
29.46048,-15.8212,-1.065,-2.13,-0.07230023
29.48048,-15.8425,-1.065,-2.13,-0.07225118
29.50048,-15.8638,-1.065,-2.13,-0.07220219
29.52048,-15.8851,-1.065,-2.13,-0.07215328
29.54049,-15.9064,-1.065,-2.13,-0.07210442
29.56049,-15.9277,-1.065,-2.13,-0.07205564
29.58049,-15.949,-1.065,-2.13,-0.07200692
29.60049,-15.9703,-1.065,-2.13,-0.07195827
29.62049,-15.9916,-1.065,-2.13,-0.07190967
29.64049,-16.0129,-1.065,-2.13,-0.07186116
29.66049,-16.0342,-1.065,-2.13,-0.0718127
29.68049,-16.0555,-1.065,-2.13,-0.07176431
29.70049,-16.0768,-1.065,-2.13,-0.07171598
29.72049,-16.0981,-1.065,-2.13,-0.07166772
29.74049,-16.1194,-1.065,-2.13,-0.07161952
29.76049,-16.1407,-1.065,-2.13,-0.07157139
29.78049,-16.162,-1.065,-2.13,-0.07152332
29.80049,-16.1833,-1.065,-2.13,-0.07147532
29.82049,-16.2046,-1.065,-2.13,-0.07142738
29.84049,-16.2259,-1.065,-2.13,-0.07137951
29.86049,-16.2472,-1.065,-2.13,-0.07133169
29.88049,-16.2685,-1.065,-2.13,-0.07128395
29.90049,-16.2898,-1.065,-2.13,-0.07123627
29.92049,-16.3111,-1.065,-2.13,-0.07118865
29.94049,-16.3324,-1.065,-2.13,-0.07114109
29.96049,-16.3537,-1.065,-2.13,-0.0710936
29.9805,-16.375,-1.065,-2.13,-0.07104618
30.0005,-16.3963,-1.065,-2.13,-0.07099882
30.0205,-16.4176,-1.065,-2.13,-0.07095151
30.0405,-16.4389,-1.065,-2.13,-0.07090428
30.0605,-16.4602,-1.065,-2.13,-0.0708571
30.0805,-16.4815,-1.065,-2.13,-0.07080999
30.1005,-16.5028,-1.065,-2.13,-0.07076294
30.1205,-16.5241,-1.065,-2.13,-0.07071595
30.1405,-16.5454,-1.065,-2.13,-0.07066903
30.1605,-16.5667,-1.065,-2.13,-0.07062216
30.1805,-16.588,-1.065,-2.13,-0.07057536
30.2005,-16.6093,-1.065,-2.13,-0.07052862
